9 of 10 units, , , , ,V4e121_00, , , ,V4e122_00, , , ,V4e122_01, , , ,V4e123_00, , , ,V4e123_01, , , ,MTe080_00, , , ,MTe080_01, , , ,MTe081_00, , , ,MTe081_02, , , 
trials,task,correct,color,motion,fix,cueE,cueL,sample,fix,cueE,cueL,sample,fix,cueE,cueL,sample,fix,cueE,cueL,sample,fix,cueE,cueL,sample,fix,cueE,cueL,sample,fix,cueE,cueL,sample,fix,cueE,cueL,sample,fix,cueE,cueL,sample
710,C,1,5.0,4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.68899917602539,7.046000003814697,53.1870002746582,3.865000009536743,40.09199905395508,25.315000534057617,83.64099884033203,25.555999755859375,41.92599868774414,3.197000026702881,19.827999114990234,29.31100082397461,NaN,NaN,NaN,NaN,78.56900024414062,61.59400177001953,118.69400024414062,132.91700744628906,0.10300000011920929,0.0,0.0020000000949949026,35.67300033569336
711,M,1,2.0,6.0,NaN,NaN,NaN,NaN,0.09799999743700027,20.43000030517578,0.0430000014603138,3.4179999828338623,NaN,NaN,NaN,NaN,0.20100000500679016,50.42399978637695,0.07800000160932541,16.718000411987305,0.4429999887943268,107.47200012207031,1.562999963760376,29.531999588012695,0.210999995470047,0.0,0.0,28.14699935913086,NaN,NaN,NaN,NaN,8.196000099182129,8.711000442504883,17.15999984741211,59.941001892089844,0.11400000005960464,0.0,2.259000062942505,32.68600082397461
712,M,0,4.0,5.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43.04800033569336,2.1630001068115234,0.12399999797344208,55.05500030517578,100.5260009765625,4.429999828338623,2.390000104904175,93.01899719238281,0.07999999821186066,0.0,0.0,0.593999981880188,NaN,NaN,NaN,NaN,5.742000102996826,6.5370001792907715,2.4769999980926514,24.839000701904297,0.08100000023841858,2.2699999809265137,0.0,9.593000411987305
713,M,1,6.0,7.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3310000002384186,12.795999526977539,58.7859992980957,15.496999740600586,0.5659999847412109,19.768999099731445,98.93499755859375,43.805999755859375,0.1889999955892563,2.2699999809265137,0.0010000000474974513,6.539000034332275,0.2290000021457672,6.784999847412109,0.0020000000949949026,0.6230000257492065,7.363999843597412,36.189998626708984,2.25600004196167,44.38100051879883,0.10499999672174454,9.036999702453613,0.003000000026077032,23.316999435424805
714,M,1,2.0,6.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,38.57500076293945,14.215999603271484,8.420000076293945,28.608999252319336,77.10900115966797,22.746999740600586,12.175999641418457,39.452999114990234,0.1599999964237213,0.0020000000949949026,8.567000389099121,0.17299999296665192,0.11400000005960464,0.0010000000474974513,4.5370001792907715,0.16899999976158142,4.5269999504089355,0.019999999552965164,26.78700065612793,1.5820000171661377,0.050999999046325684,0.0,2.2699999809265137,0.5490000247955322
715,M,1,7.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.694000244140625,1.7690000534057617,6.90500020980835,4.243000030517578,63.770999908447266,2.256999969482422,18.67300033569336,0.12399999797344208,35.11000061035156,16.988000869750977,1.3380000591278076,108.62699890136719,15.135000228881836,12.02299976348877,11.380999565124512,72.90799713134766,35.65700149536133,32.38399887084961,42.3390007019043,91.9020004272461,4.671999931335449,17.885000228881836,13.765000343322754,12.420000076293945
716,C,1,6.0,7.0,NaN,NaN,NaN,NaN,0.11400000005960464,6.9019999504089355,19.802000045776367,9.081000328063965,NaN,NaN,NaN,NaN,0.3140000104904175,13.24899959564209,41.499000549316406,47.645999908447266,0.703000009059906,27.05299949645996,115.88999938964844,72.0459976196289,21.038000106811523,12.26099967956543,26.263999938964844,6.958000183105469,NaN,NaN,NaN,NaN,66.52799987792969,74.3489990234375,66.2760009765625,12.486000061035156,NaN,NaN,NaN,NaN
717,M,0,5.0,4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.684999465942383,2.1510000228881836,10.189000129699707,35.58599853515625,64.91799926757812,0.006000000052154064,39.42100143432617,120.31999969482422,14.144000053405762,37.42499923706055,0.10700000077486038,107.09700012207031,0.14900000393390656,14.562000274658203,2.7929999828338623,44.676998138427734,86.7509994506836,36.922000885009766,14.553000450134277,109.59100341796875,0.07400000095367432,0.0,0.014999999664723873,32.89899826049805
718,C,0,7.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2879999876022339,28.582000732421875,4.239999771118164,44.54399871826172,0.8500000238418579,97.25700378417969,21.29599952697754,109.2959976196289,2.3919999599456787,2.259000062942505,0.0,3.2880001068115234,NaN,NaN,NaN,NaN,9.071999549865723,14.465999603271484,10.088000297546387,52.597999572753906,0.07999999821186066,0.0,0.0010000000474974513,29.527999877929688
719,C,1,1.0,6.0,NaN,NaN,NaN,NaN,4.578999996185303,4.486999988555908,16.457000732421875,17.909000396728516,NaN,NaN,NaN,NaN,56.39699935913086,2.4609999656677246,32.59000015258789,19.58300018310547,141.7100067138672,0.9800000190734863,35.49599838256836,72.89399719238281,0.3659999966621399,33.96799850463867,2.361999988555908,97.47200012207031,0.20000000298023224,0.0,0.032999999821186066,75.95700073242188,6.730999946594238,39.198001861572266,20.65399932861328,59.71799850463867,NaN,NaN,NaN,NaN
720,M,1,2.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43.41600036621094,3.5139999389648438,6.630000114440918,5.502999782562256,124.36199951171875,6.922999858856201,4.433000087738037,6.124000072479248,0.414000004529953,51.37300109863281,2.1480000019073486,67.33200073242188,0.5460000038146973,30.444000244140625,5.422999858856201,43.520999908447266,29.979000091552734,25.634000778198242,11.680000305175781,86.6729965209961,NaN,NaN,NaN,NaN
721,M,1,1.0,1.0,NaN,NaN,NaN,NaN,7.999000072479248,0.0,6.5879998207092285,7.160999774932861,NaN,NaN,NaN,NaN,18.766000747680664,18.6200008392334,23.433000564575195,44.05400085449219,52.57400131225586,33.38399887084961,47.29899978637695,66.5270004272461,4.184999942779541,16.802000045776367,0.12700000405311584,1.5829999446868896,0.04600000008940697,8.364999771118164,0.035999998450279236,4.165999889373779,25.035999298095703,56.55400085449219,2.2990000247955322,15.588000297546387,2.246999979019165,18.840999603271484,0.003000000026077032,0.04500000178813934
722,C,1,6.0,6.0,NaN,NaN,NaN,NaN,2.3519999980926514,4.210999965667725,0.02500000037252903,19.054000854492188,NaN,NaN,NaN,NaN,21.270000457763672,12.574999809265137,33.00199890136719,60.23500061035156,59.448001861572266,41.05400085449219,90.78800201416016,97.53700256347656,4.638999938964844,30.457000732421875,0.12999999523162842,23.246999740600586,0.10899999737739563,4.525000095367432,0.0010000000474974513,0.39399999380111694,55.849998474121094,99.30899810791016,31.6299991607666,106.07499694824219,0.08100000023841858,16.572999954223633,0.32899999618530273,11.645000457763672
723,C,0,7.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,37.2140007019043,25.093000411987305,23.920000076293945,69.7959976196289,66.78099822998047,50.137001037597656,37.18600082397461,129.52000427246094,0.9190000295639038,1.5959999561309814,0.0,29.736000061035156,4.685999870300293,0.0,0.0020000000949949026,37.76100158691406,24.937000274658203,36.40399932861328,8.029000282287598,44.50899887084961,0.050999999046325684,10.9350004196167,0.37700000405311584,8.98799991607666
724,C,1,7.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4399999976158142,19.250999450683594,23.27899932861328,65.31500244140625,0.8399999737739563,39.051998138427734,55.96099853515625,110.59700012207031,32.316001892089844,0.13899999856948853,0.0020000000949949026,15.36299991607666,0.10899999737739563,0.0,0.04399999976158142,28.770999908447266,49.54100036621094,22.28499984741211,4.478000164031982,27.43400001525879,0.028999999165534973,0.02500000037252903,2.246000051498413,7.428999900817871
725,M,1,1.0,6.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.32899999618530273,27.14900016784668,23.170000076293945,0.0,0.5329999923706055,64.85900115966797,84.4469985961914,0.0010000000474974513,0.14900000393390656,0.0,0.2809999883174896,3.680999994277954,1.5729999542236328,3.1519999504089355,0.0,0.10000000149011612,7.007999897003174,6.613999843597412,5.879000186920166,39.50899887084961,0.23800000548362732,2.1070001125335693,0.7889999747276306,9.946999549865723
726,C,0,2.0,7.0,NaN,NaN,NaN,NaN,0.10300000011920929,3.6410000324249268,9.10200023651123,16.457000732421875,NaN,NaN,NaN,NaN,0.3370000123977661,0.9200000166893005,33.645999908447266,70.80000305175781,0.7599999904632568,3.309999942779541,81.2699966430664,147.33999633789062,0.1770000010728836,0.0,0.0,0.8069999814033508,0.20000000298023224,0.0,0.0,5.1579999923706055,6.8979997634887695,4.380000114440918,0.029999999329447746,35.895999908447266,0.0860000029206276,0.0,0.0,12.85099983215332
727,M,0,4.0,3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.909000396728516,0.02500000037252903,2.315999984741211,44.87799835205078,14.949999809265137,4.511000156402588,2.2709999084472656,136.22999572753906,0.46399998664855957,33.630001068115234,0.0010000000474974513,10.373000144958496,0.33799999952316284,15.128999710083008,0.0010000000474974513,23.589000701904297,6.533999919891357,18.302000045776367,11.531999588012695,70.5979995727539,0.07699999958276749,6.678999900817871,0.0010000000474974513,11.72700023651123
728,M,1,2.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.525000095367432,37.57699966430664,0.02500000037252903,12.65999984741211,19.136999130249023,94.31199645996094,0.20999999344348907,64.43900299072266,0.22599999606609344,18.937000274658203,0.0010000000474974513,0.11400000005960464,0.1550000011920929,10.357999801635742,0.0,0.1509999930858612,4.735000133514404,30.74799919128418,10.064000129699707,0.3230000138282776,0.03799999877810478,4.196000099182129,0.0,0.04500000178813934
729,C,1,1.0,6.0,NaN,NaN,NaN,NaN,6.183000087738037,8.26200008392334,10.394000053405762,4.0,NaN,NaN,NaN,NaN,10.550999641418457,2.553999900817871,36.4640007019043,39.935001373291016,16.729000091552734,27.534000396728516,65.72699737548828,62.86000061035156,0.0860000029206276,0.0,0.0,0.06400000303983688,0.07400000095367432,0.0010000000474974513,4.533999919891357,0.07000000029802322,6.853000164031982,7.619999885559082,40.87799835205078,4.0289998054504395,0.05700000002980232,0.11299999803304672,17.16699981689453,4.034999847412109
730,C,1,2.0,2.0,NaN,NaN,NaN,NaN,0.05700000002980232,0.08299999684095383,6.281000137329102,11.960000038146973,NaN,NaN,NaN,NaN,2.299999952316284,0.2619999945163727,14.39799976348877,70.95500183105469,2.7269999980926514,4.6020002365112305,24.66200065612793,166.0260009765625,0.03999999910593033,0.0,0.0,2.8289999961853027,NaN,NaN,NaN,NaN,1.7450000047683716,2.2699999809265137,0.05000000074505806,9.241999626159668,NaN,NaN,NaN,NaN
731,C,1,3.0,4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.274999618530273,0.0020000000949949026,51.02199935913086,27.06399917602539,48.941001892089844,0.0020000000949949026,113.93099975585938,71.7509994506836,0.21400000154972076,58.974998474121094,0.07199999690055847,0.05999999865889549,0.16300000250339508,44.72200012207031,0.03700000047683716,0.07999999821186066,42.81399917602539,70.13999938964844,2.430000066757202,4.067999839782715,NaN,NaN,NaN,NaN
732,C,1,7.0,2.0,NaN,NaN,NaN,NaN,22.297000885009766,0.05700000002980232,12.277999877929688,11.60200023651123,NaN,NaN,NaN,NaN,57.11199951171875,8.475000381469727,73.2699966430664,29.17099952697754,107.5479965209961,3.6089999675750732,106.96600341796875,67.42900085449219,0.2460000067949295,36.10200119018555,2.257999897003174,15.187000274658203,0.15399999916553497,18.486000061035156,0.1979999989271164,16.054000854492188,0.39399999380111694,50.30099868774414,3.7320001125335693,20.760000228881836,0.13699999451637268,19.0049991607666,0.12399999797344208,3.568000078201294
733,C,1,2.0,7.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3409999907016754,20.36400032043457,18.469999313354492,39.33000183105469,0.7509999871253967,76.16100311279297,37.57899856567383,132.0,0.1940000057220459,0.0,0.0,13.086999893188477,0.0860000029206276,0.0,0.05000000074505806,20.929000854492188,8.543000221252441,8.39900016784668,33.446998596191406,42.643001556396484,0.0689999982714653,0.0,0.08500000089406967,6.605999946594238
734,M,1,7.0,7.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.78499984741211,18.81399917602539,0.03999999910593033,41.36199951171875,92.45700073242188,41.91999816894531,0.19300000369548798,108.75800323486328,2.4110000133514404,2.244999885559082,0.02500000037252903,2.25600004196167,3.9539999961853027,4.486000061035156,0.050999999046325684,13.218000411987305,24.277000427246094,26.64299964904785,10.277000427246094,43.37099838256836,NaN,NaN,NaN,NaN
735,C,0,1.0,7.0,NaN,NaN,NaN,NaN,0.09700000286102295,4.388000011444092,11.531999588012695,13.147000312805176,NaN,NaN,NaN,NaN,0.2800000011920929,22.187999725341797,55.696998596191406,16.034000396728516,0.5139999985694885,49.30500030517578,89.28500366210938,27.062000274658203,0.34299999475479126,0.0,12.598999977111816,88.32099914550781,0.16599999368190765,0.0010000000474974513,2.2709999084472656,43.70199966430664,7.046999931335449,7.633999824523926,65.64900207519531,70.16200256347656,0.0860000029206276,0.0430000014603138,6.452000141143799,29.780000686645508
736,C,0,7.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.15399999916553497,0.0,3.3469998836517334,50.540000915527344,4.460999965667725,0.0,13.182999610900879,150.9669952392578,2.3320000171661377,0.09600000083446503,0.0020000000949949026,50.43199920654297,2.377000093460083,0.0010000000474974513,0.0010000000474974513,34.194000244140625,55.775001525878906,2.5439999103546143,0.0,18.110000610351562,0.0,0.0,0.0,0.0
737,C,0,1.0,7.0,NaN,NaN,NaN,NaN,2.3499999046325684,0.024000000208616257,8.227999687194824,11.996999740600586,NaN,NaN,NaN,NaN,0.32600000500679016,0.1340000033378601,45.599998474121094,61.448001861572266,0.8140000104904175,4.510000228881836,72.60700225830078,181.22900390625,7.017000198364258,0.014000000432133675,0.18000000715255737,100.9469985961914,8.392000198364258,0.0,0.0010000000474974513,27.96299934387207,74.27400207519531,0.017000000923871994,48.893001556396484,166.572998046875,1.6160000562667847,0.0,0.0,3.4200000762939453
738,C,0,1.0,7.0,NaN,NaN,NaN,NaN,2.315999984741211,0.02500000037252903,4.493000030517578,12.708999633789062,NaN,NaN,NaN,NaN,6.9029998779296875,0.04899999871850014,54.42499923706055,19.840999603271484,2.809000015258789,0.017999999225139618,92.69300079345703,76.04900360107422,14.656000137329102,31.740999221801758,0.012000000104308128,0.3540000021457672,0.12600000202655792,8.416000366210938,0.0010000000474974513,0.8050000071525574,74.13400268554688,39.13199996948242,8.550999641418457,27.965999603271484,0.11599999666213989,8.871999740600586,0.013000000268220901,11.9399995803833
739,C,1,1.0,7.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.292999267578125,15.779000282287598,7.922999858856201,51.84199905395508,48.358001708984375,28.899999618530273,11.9350004196167,110.39700317382812,4.2820000648498535,0.0,0.0020000000949949026,32.4370002746582,0.04600000008940697,0.0,0.0020000000949949026,23.249000549316406,44.63999938964844,16.709999084472656,6.307000160217285,6.369999885559082,NaN,NaN,NaN,NaN
740,C,1,7.0,6.0,NaN,NaN,NaN,NaN,9.055000305175781,7.6579999923706055,0.05299999937415123,18.277999877929688,NaN,NaN,NaN,NaN,0.6140000224113464,38.084999084472656,0.06800000369548798,75.95099639892578,5.176000118255615,89.35099792480469,0.24799999594688416,166.1280059814453,31.354999542236328,17.95599937438965,0.9490000009536743,74.76599884033203,4.442999839782715,8.519000053405762,0.03400000184774399,59.939998626708984,45.702999114990234,64.5270004272461,20.774999618530273,31.099000930786133,0.023000000044703484,0.0,0.0010000000474974513,3.88700008392334
741,C,0,7.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,44.21500015258789,0.03200000151991844,0.11400000005960464,54.56800079345703,139.55099487304688,0.05400000140070915,0.18000000715255737,144.20899963378906,0.21699999272823334,0.0,0.0020000000949949026,18.582000732421875,0.16599999368190765,0.0,0.0010000000474974513,19.284000396728516,2.3559999465942383,6.785999774932861,4.466000080108643,60.917999267578125,0.03999999910593033,0.0,0.007000000216066837,21.184999465942383
742,C,1,7.0,1.0,NaN,NaN,NaN,NaN,14.513999938964844,0.039000000804662704,10.185999870300293,18.219999313354492,NaN,NaN,NaN,NaN,24.70199966430664,8.307999610900879,20.358999252319336,56.75899887084961,99.97699737548828,27.386999130249023,57.48699951171875,64.09500122070312,0.3199999928474426,0.0,0.0,15.222000122070312,0.20000000298023224,0.0,0.0,5.474999904632568,8.26200008392334,0.7490000128746033,2.1740000247955322,30.113000869750977,2.3320000171661377,0.0,0.0,0.06499999761581421
743,M,1,6.0,6.0,NaN,NaN,NaN,NaN,12.461000442504883,14.258000373840332,6.039999961853027,9.109000205993652,NaN,NaN,NaN,NaN,4.784999847412109,33.69499969482422,41.29600143432617,11.263999938964844,2.694999933242798,43.44900131225586,75.51899719238281,15.435999870300293,2.4070000648498535,16.60099983215332,0.0010000000474974513,0.375,0.13699999451637268,0.0,4.48799991607666,0.22699999809265137,77.00700378417969,83.55500030517578,14.920000076293945,11.862000465393066,0.1589999943971634,12.704999923706055,0.0,0.06300000101327896
744,M,1,2.0,7.0,NaN,NaN,NaN,NaN,4.539999961853027,9.49899959564209,1.156000018119812,0.0,NaN,NaN,NaN,NaN,0.6600000262260437,38.606998443603516,0.004000000189989805,0.0,5.144999980926514,108.3949966430664,0.3709999918937683,0.0,0.3799999952316284,37.25,4.489999771118164,23.92799949645996,0.2540000081062317,35.26599884033203,0.06300000101327896,18.992000579833984,5.639999866485596,29.40999984741211,31.607999801635742,48.95000076293945,NaN,NaN,NaN,NaN
745,C,0,1.0,7.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.309999942779541,0.03799999877810478,4.507999897003174,45.2400016784668,8.217000007629395,6.798999786376953,8.866000175476074,95.47200012207031,0.36000001430511475,25.687000274658203,0.004999999888241291,10.531999588012695,0.1940000057220459,16.552000045776367,0.03500000014901161,10.041999816894531,7.869999885559082,17.76099967956543,9.274999618530273,27.47800064086914,NaN,NaN,NaN,NaN
746,M,1,2.0,6.0,NaN,NaN,NaN,NaN,32.42900085449219,6.951000213623047,0.09799999743700027,0.04600000008940697,NaN,NaN,NaN,NaN,36.3489990234375,20.61400032043457,0.03400000184774399,7.706999778747559,76.5790023803711,75.24700164794922,0.12800000607967377,13.557000160217285,2.5940001010894775,0.0010000000474974513,0.006000000052154064,68.45899963378906,0.20000000298023224,0.0,0.0010000000474974513,23.926000595092773,32.0099983215332,2.944000005722046,19.054000854492188,56.30799865722656,0.0689999982714653,0.0,0.0010000000474974513,13.84000015258789
747,M,1,7.0,7.0,NaN,NaN,NaN,NaN,2.315000057220459,0.050999999046325684,16.124000549316406,9.906999588012695,NaN,NaN,NaN,NaN,10.701000213623047,13.135000228881836,42.180999755859375,22.097000122070312,9.949000358581543,11.347000122070312,80.10199737548828,24.099000930786133,0.32600000500679016,1.8009999990463257,49.77399826049805,44.555999755859375,0.23999999463558197,2.49399995803833,24.674999237060547,23.006000518798828,2.5450000762939453,29.326000213623047,26.315000534057617,51.25,NaN,NaN,NaN,NaN
748,M,0,5.0,4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.62700080871582,5.656000137329102,8.437999725341797,6.7729997634887695,56.694000244140625,6.880000114440918,30.989999771118164,12.07699966430664,0.3230000138282776,26.680999755859375,0.22699999809265137,94.58899688720703,0.15600000321865082,12.581000328063965,0.8500000238418579,51.37300109863281,11.279000282287598,47.41999816894531,10.666000366210938,43.54899978637695,0.12600000202655792,6.633999824523926,0.0020000000949949026,20.54800033569336
749,C,1,7.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5940001010894775,16.374000549316406,48.42499923706055,43.75,5.208000183105469,49.81100082397461,94.81199645996094,118.09500122070312,0.4009999930858612,2.2699999809265137,0.0,0.10599999874830246,0.210999995470047,0.0,0.0,0.15399999916553497,2.5989999771118164,6.6020002365112305,2.5739998817443848,38.4109992980957,0.06300000101327896,0.0,0.0,0.014000000432133675
750,M,1,7.0,7.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.22599999606609344,34.86399841308594,2.321000099182129,51.59700012207031,0.6159999966621399,116.93000030517578,12.897000312805176,126.4520034790039,0.3310000002384186,55.0099983215332,3.2820000648498535,0.014000000432133675,0.20000000298023224,25.56100082397461,5.052999973297119,8.005999565124512,4.572000026702881,40.92399978637695,2.4040000438690186,0.2669999897480011,NaN,NaN,NaN,NaN
751,M,1,1.0,7.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.519000053405762,0.0,1.7569999694824219,52.909000396728516,39.933998107910156,4.310999870300293,16.43000030517578,116.48100280761719,2.5390000343322754,0.020999999716877937,36.11399841308594,62.56800079345703,0.1770000010728836,0.0,26.288999557495117,34.68899917602539,2.5160000324249268,4.492000102996826,54.119998931884766,14.569999694824219,0.06300000101327896,0.0,16.452999114990234,12.704999923706055
752,C,1,4.0,3.0,NaN,NaN,NaN,NaN,21.000999450683594,2.0999999046325684,18.6299991607666,13.4350004196167,NaN,NaN,NaN,NaN,36.14799880981445,2.242000102996826,32.435001373291016,13.97700023651123,68.91600036621094,20.139999389648438,59.09400177001953,90.41699981689453,0.1599999964237213,0.0,0.0,0.20200000703334808,0.14900000393390656,0.0,0.0,3.434000015258789,0.2029999941587448,10.51200008392334,2.3949999809265137,8.38700008392334,NaN,NaN,NaN,NaN
753,C,1,6.0,1.0,NaN,NaN,NaN,NaN,2.3589999675750732,6.5920000076293945,9.418999671936035,12.973999977111816,NaN,NaN,NaN,NaN,0.296999990940094,32.53300094604492,39.680999755859375,16.62299919128418,0.7089999914169312,65.27799987792969,82.24199676513672,37.404998779296875,28.089000701904297,4.353000164031982,0.2150000035762787,0.28600001335144043,12.824000358581543,0.0,0.0010000000474974513,6.543000221252441,37.099998474121094,35.17100143432617,13.786999702453613,4.241000175476074,NaN,NaN,NaN,NaN
754,M,1,2.0,7.0,NaN,NaN,NaN,NaN,0.07400000095367432,0.0010000000474974513,4.545000076293945,14.803999900817871,NaN,NaN,NaN,NaN,0.24400000274181366,46.93899917602539,0.07900000363588333,29.284000396728516,0.6039999723434448,108.9209976196289,5.802999973297119,82.43399810791016,0.3199999928474426,0.0,0.23000000417232513,116.5979995727539,0.21699999272823334,0.0,0.15000000596046448,71.55999755859375,20.70400047302246,3.4159998893737793,5.317999839782715,134.7270050048828,NaN,NaN,NaN,NaN
755,M,1,1.0,6.0,NaN,NaN,NaN,NaN,0.0689999982714653,2.302000045776367,4.426000118255615,17.634000778198242,NaN,NaN,NaN,NaN,0.19499999284744263,35.58700180053711,2.7960000038146973,22.82699966430664,0.6589999794960022,92.3290023803711,12.583999633789062,79.51000213623047,0.29100000858306885,0.0,0.36500000953674316,139.36599731445312,4.7220001220703125,0.05000000074505806,2.1519999504089355,107.65599822998047,28.816999435424805,12.571000099182129,12.585000038146973,72.11699676513672,0.028999999165534973,0.0,0.4620000123977661,14.25
756,M,1,4.0,3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.692000389099121,7.256999969482422,7.640999794006348,26.687999725341797,46.582000732421875,26.597999572753906,12.468000411987305,100.6259994506836,24.13599967956543,6.620999813079834,47.48500061035156,4.51800012588501,18.020999908447266,1.6119999885559082,24.590999603271484,2.884000062942505,45.452999114990234,4.284999847412109,30.73699951171875,11.293000221252441,NaN,NaN,NaN,NaN
757,M,1,6.0,6.0,NaN,NaN,NaN,NaN,19.8799991607666,12.49899959564209,16.64900016784668,7.927000045776367,NaN,NaN,NaN,NaN,22.909000396728516,0.4399999976158142,43.638999938964844,26.176000595092773,12.295999526977539,0.42899999022483826,73.87899780273438,33.641998291015625,56.215999603271484,14.213000297546387,0.3540000021457672,149.15499877929688,5.284999847412109,5.672999858856201,3.427999973297119,75.70500183105469,121.35600280761719,67.85900115966797,52.47700119018555,53.75699996948242,0.20000000298023224,11.022000312805176,0.039000000804662704,30.305999755859375
758,M,1,2.0,1.0,NaN,NaN,NaN,NaN,0.1469999998807907,14.04800033569336,8.77400016784668,3.6740000247955322,NaN,NaN,NaN,NaN,10.70199966430664,14.626999855041504,24.1200008392334,20.09000015258789,31.1299991607666,33.4900016784668,57.505001068115234,41.698001861572266,2.5399999618530273,16.461000442504883,0.0,1.1399999856948853,NaN,NaN,NaN,NaN,47.78799819946289,45.13100051879883,29.94499969482422,7.6529998779296875,NaN,NaN,NaN,NaN
759,M,1,6.0,7.0,NaN,NaN,NaN,NaN,0.07699999958276749,8.67300033569336,2.2269999980926514,12.557000160217285,NaN,NaN,NaN,NaN,0.15000000596046448,12.72700023651123,5.451000213623047,39.16999816894531,0.3100000023841858,10.645999908447266,21.93000030517578,113.36199951171875,0.5059999823570251,51.887001037597656,36.59600067138672,19.687999725341797,0.2980000078678131,33.027000427246094,0.04699999839067459,29.22599983215332,21.280000686645508,91.26899719238281,120.0199966430664,67.43900299072266,NaN,NaN,NaN,NaN
760,C,1,1.0,6.0,NaN,NaN,NaN,NaN,0.05700000002980232,8.520999908447266,3.9579999446868896,7.326000213623047,NaN,NaN,NaN,NaN,0.2290000021457672,8.08899974822998,37.573001861572266,27.858999252319336,0.5490000247955322,17.084999084472656,97.64600372314453,83.1709976196289,0.12800000607967377,16.81100082397461,0.0010000000474974513,5.881999969482422,0.12800000607967377,14.447999954223633,6.72599983215332,9.795999526977539,13.071999549865723,22.77199935913086,4.559999942779541,5.656000137329102,NaN,NaN,NaN,NaN
761,C,1,7.0,6.0,NaN,NaN,NaN,NaN,2.0850000381469727,4.201000213623047,4.504000186920166,3.703000068664551,NaN,NaN,NaN,NaN,20.591999053955078,0.010999999940395355,0.0,22.381999969482422,47.14899826049805,2.8959999084472656,6.640999794006348,37.757999420166016,13.08899974822998,16.413000106811523,0.5770000219345093,117.98500061035156,2.4560000896453857,0.0,0.35899999737739563,70.21299743652344,71.07499694824219,67.35299682617188,37.387001037597656,58.1609992980957,NaN,NaN,NaN,NaN
762,C,1,6.0,6.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.4350004196167,16.43199920654297,18.020999908447266,35.96900177001953,26.805999755859375,27.46299934387207,82.18499755859375,77.0770034790039,2.5199999809265137,0.0,0.0,4.183000087738037,0.17100000381469727,0.0,0.0,6.784999847412109,4.427999973297119,4.498000144958496,10.706999778747559,20.180999755859375,NaN,NaN,NaN,NaN
