9 of 10 units, , , ,V4e121_00, ,V4e122_00, ,V4e122_01, ,V4e123_00, ,V4e123_01, ,MTe080_00, ,MTe080_01, ,MTe081_00, ,MTe081_02, 
trials,task,color,motion,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample
767,C,2.0,7.0,NaN,NaN,7.9120001792907715,9.067999839782715,NaN,NaN,37.53099822998047,26.450000762939453,89.79399871826172,67.03500366210938,0.03400000184774399,1.6200000047683716,0.0,0.08100000023841858,50.89799880981445,7.914000034332275,NaN,NaN
768,C,1.0,2.0,NaN,NaN,11.220999717712402,10.899999618530273,NaN,NaN,28.301000595092773,59.268001556396484,74.7699966430664,92.3239974975586,2.2690000534057617,18.006999969482422,0.0,15.045000076293945,24.093000411987305,13.557999610900879,NaN,NaN
769,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
770,C,7.0,7.0,NaN,NaN,2.25600004196167,20.10099983215332,NaN,NaN,0.125,79.2040023803711,9.074999809265137,141.97000122070312,0.026000000536441803,21.753000259399414,0.004999999888241291,18.566999435424805,24.361000061035156,13.07699966430664,NaN,NaN
771,M,1.0,7.0,NaN,NaN,10.77400016784668,0.0,NaN,NaN,16.42799949645996,0.004000000189989805,40.83399963378906,0.003000000026077032,16.871999740600586,50.77299880981445,2.2690000534057617,28.854000091552734,81.55500030517578,45.49399948120117,6.7779998779296875,9.498000144958496
772,M,6.0,6.0,NaN,NaN,0.0010000000474974513,7.539999961853027,NaN,NaN,0.003000000026077032,36.777000427246094,0.009999999776482582,52.87699890136719,0.0,16.413000106811523,0.0,10.170999526977539,49.479000091552734,7.9120001792907715,NaN,NaN
773,M,1.0,6.0,NaN,NaN,4.208000183105469,19.993000030517578,NaN,NaN,4.500999927520752,42.80400085449219,8.085000038146973,102.95500183105469,2.9779999256134033,59.88399887084961,6.307000160217285,40.6609992980957,20.54800033569336,49.71500015258789,NaN,NaN
774,M,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,37.68199920654297,3.640000104904175,78.96600341796875,22.75200080871582,14.586999893188477,12.501999855041504,0.0,16.01099967956543,96.13700103759766,20.0,NaN,NaN
775,C,7.0,7.0,NaN,NaN,6.360000133514404,14.82800006866455,NaN,NaN,42.52000045776367,32.75,88.3740005493164,59.553001403808594,2.319000005722046,67.70800018310547,0.02800000086426735,33.887001037597656,32.04600143432617,36.39400100708008,0.0020000000949949026,11.168999671936035
776,M,4.0,4.0,NaN,NaN,4.2729997634887695,0.5740000009536743,NaN,NaN,10.831000328063965,4.783999919891357,16.295000076293945,0.23199999332427979,0.0,13.57699966430664,5.414999961853027,9.708999633789062,6.843999862670898,9.223999977111816,NaN,NaN
777,M,3.0,4.0,NaN,NaN,4.406000137329102,8.234999656677246,NaN,NaN,26.70800018310547,26.32699966430664,85.1729965209961,48.91699981689453,2.244999885559082,21.773000717163086,0.0010000000474974513,15.284000396728516,4.932000160217285,23.833999633789062,NaN,NaN
778,C,2.0,6.0,NaN,NaN,NaN,NaN,NaN,NaN,0.004000000189989805,32.959999084472656,0.007000000216066837,63.150001525878906,2.119999885559082,122.77200317382812,3.634000062942505,55.448001861572266,4.570000171661377,21.190000534057617,4.355999946594238,0.7860000133514404
779,M,4.0,3.0,NaN,NaN,NaN,NaN,NaN,NaN,17.687000274658203,7.678999900817871,30.709999084472656,7.992000102996826,0.0020000000949949026,40.520999908447266,0.013000000268220901,26.726999282836914,10.371999740600586,15.795999526977539,0.0,1.4019999504089355
780,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
781,M,6.0,2.0,NaN,NaN,3.242000102996826,22.299999237060547,NaN,NaN,31.117000579833984,18.80699920654297,83.36399841308594,40.86600112915039,42.895999908447266,0.3089999854564667,19.701000213623047,0.3449999988079071,29.13599967956543,2.0950000286102295,NaN,NaN
782,C,3.0,4.0,NaN,NaN,8.644000053405762,4.2170000076293945,NaN,NaN,19.65999984741211,77.54399871826172,30.52199935913086,204.28500366210938,0.08100000023841858,58.20600128173828,0.06400000303983688,53.39699935913086,6.493000030517578,41.21099853515625,NaN,NaN
783,C,1.0,2.0,NaN,NaN,22.361000061035156,25.066999435424805,NaN,NaN,45.98899841308594,42.42499923706055,114.20600128173828,125.40799713134766,0.00800000037997961,77.22100067138672,1.5230000019073486,35.512001037597656,6.093999862670898,35.678001403808594,NaN,NaN
784,C,1.0,1.0,NaN,NaN,6.2210001945495605,0.041999999433755875,NaN,NaN,37.77799987792969,0.7269999980926514,89.82099914550781,5.427999973297119,0.0010000000474974513,13.937000274658203,0.0020000000949949026,26.906999588012695,8.401000022888184,2.752000093460083,NaN,NaN
785,C,6.0,2.0,NaN,NaN,5.933000087738037,7.544000148773193,NaN,NaN,0.6349999904632568,56.630001068115234,2.1710000038146973,136.41900634765625,0.003000000026077032,61.99100112915039,0.0020000000949949026,23.38599967956543,6.089000225067139,42.87200164794922,0.0010000000474974513,24.32900047302246
786,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
787,C,7.0,1.0,NaN,NaN,0.0010000000474974513,13.034000396728516,NaN,NaN,0.8209999799728394,30.395999908447266,13.770000457763672,128.69500732421875,0.026000000536441803,95.07499694824219,0.02199999988079071,68.04199981689453,4.051000118255615,36.21699905395508,NaN,NaN
788,C,2.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,26.54800033569336,20.510000228881836,49.54199981689453,109.64299774169922,0.0,0.3659999966621399,0.0,0.0989999994635582,6.489999771118164,3.255000114440918,NaN,NaN
789,C,6.0,1.0,NaN,NaN,7.513000011444092,16.500999450683594,NaN,NaN,6.435999870300293,68.89399719238281,9.1850004196167,120.29900360107422,0.00800000037997961,92.32499694824219,2.2690000534057617,62.446998596191406,6.3470001220703125,20.420000076293945,NaN,NaN
790,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
791,C,6.0,2.0,NaN,NaN,6.448999881744385,20.48200035095215,NaN,NaN,0.18000000715255737,36.47700119018555,0.23000000417232513,118.41100311279297,19.83799934387207,29.099000930786133,15.701000213623047,13.33899974822998,9.470999717712402,9.37600040435791,0.05299999937415123,3.9630000591278076
792,M,1.0,2.0,NaN,NaN,4.453000068664551,11.694999694824219,NaN,NaN,4.454999923706055,29.6200008392334,0.009999999776482582,57.46799850463867,31.114999771118164,0.8610000014305115,0.0,2.943000078201294,114.12300109863281,7.163000106811523,6.617000102996826,0.15800000727176666
793,C,2.0,7.0,NaN,NaN,6.480000019073486,11.199999809265137,NaN,NaN,53.768001556396484,17.253999710083008,108.15599822998047,10.859000205993652,0.0010000000474974513,28.43400001525879,0.0020000000949949026,21.95800018310547,5.078000068664551,13.970000267028809,NaN,NaN
794,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
795,M,7.0,6.0,NaN,NaN,6.63100004196167,10.885000228881836,NaN,NaN,8.79699993133545,11.074999809265137,68.69599914550781,52.95100021362305,0.0,10.770999908447266,1.031000018119812,13.574999809265137,5.684999942779541,0.8059999942779541,4.252999782562256,1.6799999475479126
796,M,1.0,2.0,NaN,NaN,12.152000427246094,3.819000005722046,5.928999900817871,1.6050000190734863,17.924999237060547,34.00299835205078,39.095001220703125,107.57499694824219,0.006000000052154064,72.20700073242188,0.0020000000949949026,47.32500076293945,4.328999996185303,37.887001037597656,0.0010000000474974513,24.899999618530273
797,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
798,M,6.0,2.0,NaN,NaN,8.255000114440918,2.502000093460083,0.003000000026077032,1.7960000038146973,15.607000350952148,1.2790000438690186,40.26599884033203,1.840000033378601,1.6679999828338623,19.031999588012695,0.0010000000474974513,24.920000076293945,0.04899999871850014,33.86399841308594,0.0010000000474974513,11.267000198364258
799,C,2.0,6.0,NaN,NaN,1.4520000219345093,11.088000297546387,4.322000026702881,8.477999687194824,18.679000854492188,23.25,65.77799987792969,48.8380012512207,0.020999999716877937,0.42500001192092896,2.2699999809265137,1.0210000276565552,2.3429999351501465,4.206999778747559,NaN,NaN
800,C,5.0,4.0,NaN,NaN,NaN,NaN,NaN,NaN,44.66400146484375,70.5479965209961,88.35700225830078,137.01800537109375,0.004000000189989805,58.05400085449219,0.0010000000474974513,46.59700012207031,60.108001708984375,11.767000198364258,NaN,NaN
801,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
802,M,7.0,2.0,2.244999885559082,7.520999908447266,18.172000885009766,5.415999889373779,NaN,NaN,51.99100112915039,4.451000213623047,113.26000213623047,2.74399995803833,0.0020000000949949026,62.88999938964844,0.8050000071525574,29.263999938964844,4.380000114440918,19.440000534057617,NaN,NaN
803,C,4.0,5.0,NaN,NaN,0.013000000268220901,11.539999961853027,NaN,NaN,0.07900000363588333,73.08200073242188,2.381999969482422,140.0290069580078,0.0,0.0,2.194000005722046,0.1899999976158142,22.19300079345703,7.583000183105469,NaN,NaN
804,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
805,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
806,M,2.0,1.0,NaN,NaN,4.026000022888184,4.586999893188477,11.154000282287598,5.565000057220459,6.883999824523926,12.366000175476074,35.6870002746582,39.21799850463867,0.003000000026077032,12.270999908447266,0.004000000189989805,9.682000160217285,13.213000297546387,31.191999435424805,NaN,NaN
807,C,7.0,6.0,NaN,NaN,4.73799991607666,18.542999267578125,NaN,NaN,30.208999633789062,64.70500183105469,61.84000015258789,145.82000732421875,8.704999923706055,44.823001861572266,4.486000061035156,24.42799949645996,6.452000141143799,21.222999572753906,NaN,NaN
808,C,2.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,13.133000373840332,48.505001068115234,18.413999557495117,141.42100524902344,0.0,16.395999908447266,0.0010000000474974513,21.756999969482422,3.3399999141693115,8.633999824523926,0.0,2.9790000915527344
809,C,7.0,2.0,NaN,NaN,14.42199993133545,15.213000297546387,NaN,NaN,40.7869987487793,49.70399856567383,91.0270004272461,123.34600067138672,2.244999885559082,0.5419999957084656,0.0,1.4500000476837158,4.215000152587891,9.177000045776367,NaN,NaN
810,M,4.0,5.0,NaN,NaN,2.244999885559082,11.480999946594238,NaN,NaN,0.11500000208616257,43.72700119018555,0.2759999930858612,116.14199829101562,48.78099822998047,1.5240000486373901,25.24799919128418,1.996999979019165,62.779998779296875,9.24899959564209,NaN,NaN
811,C,4.0,4.0,26.625,0.7080000042915344,36.590999603271484,0.1550000011920929,NaN,NaN,51.33000183105469,22.69099998474121,67.21800231933594,23.68199920654297,55.09700012207031,97.72699737548828,0.0020000000949949026,54.51900100708008,119.85900115966797,70.94300079345703,NaN,NaN
812,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
813,C,2.0,2.0,NaN,NaN,3.0360000133514404,3.997999906539917,NaN,NaN,6.078000068664551,34.58700180053711,7.508999824523926,67.31500244140625,8.343000411987305,76.81099700927734,4.385000228881836,40.08100128173828,34.30099868774414,40.775001525878906,0.6980000138282776,13.01099967956543
814,M,6.0,1.0,NaN,NaN,0.027000000700354576,7.535999774932861,NaN,NaN,0.0010000000474974513,50.92900085449219,0.014999999664723873,97.05899810791016,6.517000198364258,47.6609992980957,0.0020000000949949026,47.29899978637695,53.85200119018555,112.01599884033203,NaN,NaN
815,M,2.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,26.632999420166016,16.916000366210938,59.422000885009766,64.41600036621094,0.0,4.410999774932861,6.554999828338623,3.734999895095825,0.6549999713897705,8.053999900817871,NaN,NaN
816,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
817,C,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,9.331999778747559,49.21699905395508,24.743999481201172,112.81500244140625,0.00800000037997961,101.96299743652344,0.0020000000949949026,44.41400146484375,4.210999965667725,47.35100173950195,NaN,NaN
818,C,6.0,6.0,NaN,NaN,6.890999794006348,14.428000450134277,NaN,NaN,0.03099999949336052,93.46600341796875,1.1119999885559082,115.69599914550781,0.22499999403953552,134.04299926757812,0.13500000536441803,72.56900024414062,73.16500091552734,140.8679962158203,NaN,NaN
819,C,7.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,30.301000595092773,39.9739990234375,47.93199920654297,115.40499877929688,0.00800000037997961,65.21399688720703,0.003000000026077032,43.972999572753906,19.240999221801758,4.317999839782715,NaN,NaN
820,M,7.0,1.0,NaN,NaN,5.932000160217285,11.477999687194824,NaN,NaN,0.26899999380111694,54.39500045776367,8.590999603271484,72.42500305175781,0.00800000037997961,52.34600067138672,0.00800000037997961,49.821998596191406,2.4619998931884766,66.79199981689453,NaN,NaN
821,M,3.0,4.0,NaN,NaN,NaN,NaN,NaN,NaN,0.02199999988079071,33.97600173950195,0.08299999684095383,84.51499938964844,0.0,16.86199951171875,0.0,11.300000190734863,4.050000190734863,17.562999725341797,NaN,NaN
822,M,2.0,2.0,NaN,NaN,15.081999778747559,4.333000183105469,NaN,NaN,25.881999969482422,19.683000564575195,89.6729965209961,45.8129997253418,0.1599999964237213,125.95999908447266,0.09700000286102295,91.01399993896484,6.723999977111816,64.16400146484375,0.026000000536441803,16.06399917602539
823,M,2.0,6.0,NaN,NaN,NaN,NaN,NaN,NaN,50.590999603271484,3.9730000495910645,118.50700378417969,14.873000144958496,16.086000442504883,50.540000915527344,1.468000054359436,42.64400100708008,3.625999927520752,32.03099822998047,0.0010000000474974513,0.023000000044703484
824,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
825,C,6.0,7.0,NaN,NaN,13.86400032043457,14.336000442504883,NaN,NaN,29.757999420166016,18.687000274658203,72.15399932861328,137.57400512695312,25.860000610351562,24.34000015258789,8.480999946594238,39.939998626708984,21.354999542236328,2.6619999408721924,NaN,NaN
826,M,1.0,1.0,NaN,NaN,0.0,1.4930000305175781,NaN,NaN,0.0010000000474974513,6.460999965667725,0.0,2.950000047683716,0.004000000189989805,38.45500183105469,0.0020000000949949026,38.5369987487793,0.02500000037252903,28.642000198364258,NaN,NaN
827,C,1.0,7.0,NaN,NaN,NaN,NaN,NaN,NaN,18.145999908447266,43.505001068115234,56.07600021362305,113.69599914550781,22.038999557495117,14.88700008392334,10.29800033569336,0.03999999910593033,69.58999633789062,76.69400024414062,5.999000072479248,0.0
828,M,6.0,1.0,NaN,NaN,0.05000000074505806,7.9730000495910645,NaN,NaN,0.07199999690055847,29.36199951171875,1.4800000190734863,101.3219985961914,0.0010000000474974513,35.50199890136719,0.0,41.25299835205078,6.501999855041504,33.01499938964844,0.0,1.281000018119812
829,M,7.0,2.0,NaN,NaN,0.0010000000474974513,5.796999931335449,NaN,NaN,0.0010000000474974513,20.75200080871582,0.004000000189989805,48.1879997253418,0.2840000092983246,121.8280029296875,0.0430000014603138,84.947998046875,2.8450000286102295,122.94100189208984,NaN,NaN
830,C,5.0,4.0,NaN,NaN,NaN,NaN,NaN,NaN,32.183998107910156,48.5989990234375,115.90399932861328,99.63700103759766,0.004000000189989805,95.78199768066406,2.246999979019165,63.04399871826172,5.74399995803833,18.415000915527344,NaN,NaN
831,M,6.0,7.0,NaN,NaN,0.0010000000474974513,0.4000000059604645,NaN,NaN,0.023000000044703484,0.023000000044703484,0.09799999743700027,0.05999999865889549,2.25,56.12900161743164,3.2079999446868896,26.500999450683594,6.485000133514404,76.69999694824219,4.484000205993652,22.684999465942383
832,C,1.0,7.0,NaN,NaN,11.366000175476074,9.001999855041504,NaN,NaN,27.280000686645508,50.957000732421875,49.63999938964844,87.03600311279297,0.0,0.08699999749660492,0.0,0.03799999877810478,4.35099983215332,0.04500000178813934,NaN,NaN
833,M,7.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,17.826000213623047,42.52399826049805,64.375,79.91899871826172,0.09099999815225601,69.04299926757812,0.08799999952316284,48.840999603271484,5.949999809265137,54.106998443603516,NaN,NaN
834,M,7.0,6.0,NaN,NaN,8.034000396728516,8.225000381469727,NaN,NaN,12.77299976348877,30.78499984741211,34.316001892089844,114.6259994506836,55.13600158691406,0.5019999742507935,26.606000900268555,1.0199999809265137,97.91899871826172,19.832000732421875,NaN,NaN
835,C,2.0,1.0,NaN,NaN,2.2869999408721924,14.557000160217285,NaN,NaN,14.54800033569336,16.444000244140625,22.8700008392334,28.354999542236328,37.52299880981445,1.0579999685287476,16.65399932861328,1.2589999437332153,51.68000030517578,18.641000747680664,NaN,NaN
836,C,1.0,6.0,NaN,NaN,8.371999740600586,0.03999999910593033,NaN,NaN,49.861000061035156,1.0720000267028809,81.39099884033203,7.09499979019165,0.0,0.0,0.0,0.0010000000474974513,2.2860000133514404,7.26800012588501,NaN,NaN
837,M,7.0,7.0,NaN,NaN,6.228000164031982,0.0430000014603138,NaN,NaN,11.366000175476074,22.35300064086914,14.501999855041504,66.96199798583984,49.875999450683594,87.50700378417969,29.349000930786133,42.097999572753906,11.565999984741211,57.25699996948242,NaN,NaN
838,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
839,M,7.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,15.506999969482422,37.992000579833984,29.93000030517578,82.86100006103516,0.0,31.458999633789062,0.0010000000474974513,27.934999465942383,11.213000297546387,8.786999702453613,NaN,NaN
840,C,4.0,4.0,NaN,NaN,2.247999906539917,4.13700008392334,NaN,NaN,6.546999931335449,23.02899932861328,4.4079999923706055,41.808998107910156,8.479999542236328,8.244999885559082,0.0860000029206276,12.104999542236328,54.32899856567383,110.7030029296875,NaN,NaN
841,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
842,C,2.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,19.860000610351562,44.020999908447266,23.565000534057617,116.95600128173828,0.07400000095367432,10.506999969482422,0.08299999684095383,12.482999801635742,15.315999984741211,43.861000061035156,0.0010000000474974513,17.836000442504883
843,C,1.0,7.0,NaN,NaN,7.2170000076293945,10.684000015258789,NaN,NaN,1.6339999437332153,45.207000732421875,0.057999998331069946,110.31999969482422,7.090000152587891,57.534000396728516,5.046999931335449,36.37300109863281,7.326000213623047,34.452999114990234,0.05299999937415123,4.124000072479248
844,M,2.0,7.0,NaN,NaN,0.0010000000474974513,4.0320000648498535,NaN,NaN,22.110000610351562,11.097999572753906,13.576000213623047,17.07200050354004,0.0010000000474974513,33.37799835205078,0.0010000000474974513,16.031999588012695,42.75699996948242,30.753000259399414,9.993000030517578,1.340000033378601
845,M,1.0,7.0,NaN,NaN,NaN,NaN,0.0010000000474974513,0.04800000041723251,0.04899999871850014,4.6570000648498535,0.21400000154972076,4.940999984741211,0.17399999499320984,37.707000732421875,3.365000009536743,26.64900016784668,0.20399999618530273,86.89700317382812,0.08699999749660492,29.93400001525879
846,M,6.0,6.0,NaN,NaN,10.08899974822998,4.815999984741211,NaN,NaN,25.9060001373291,13.506999969482422,49.034000396728516,29.625999450683594,4.544000148773193,41.939998626708984,0.007000000216066837,46.56999969482422,15.02299976348877,90.1760025024414,NaN,NaN
847,C,1.0,6.0,NaN,NaN,4.658999919891357,32.26599884033203,NaN,NaN,33.944000244140625,72.20600128173828,40.09700012207031,135.93299865722656,2.2679998874664307,16.275999069213867,NaN,NaN,4.311999797821045,0.7649999856948853,NaN,NaN
848,C,2.0,1.0,NaN,NaN,2.246999979019165,18.60700035095215,NaN,NaN,21.035999298095703,39.15599822998047,39.67900085449219,98.0,0.006000000052154064,70.69100189208984,0.003000000026077032,28.402999877929688,2.316999912261963,37.11899948120117,NaN,NaN
849,M,1.0,6.0,NaN,NaN,10.024999618530273,8.265000343322754,NaN,NaN,10.364999771118164,47.94200134277344,22.020000457763672,54.59400177001953,9.03600025177002,31.746999740600586,10.539999961853027,33.20000076293945,24.027000427246094,40.77299880981445,4.202000141143799,8.532999992370605
850,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
851,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
852,C,6.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,44.94499969482422,49.33599853515625,102.68099975585938,148.04800415039062,5.486000061035156,93.08799743652344,12.215999603271484,57.974998474121094,23.68400001525879,54.49800109863281,1.7300000190734863,12.442999839782715
853,M,1.0,1.0,NaN,NaN,18.0,6.381999969482422,NaN,NaN,24.476999282836914,11.385000228881836,60.61399841308594,31.270000457763672,10.008000373840332,60.13600158691406,3.884000062942505,40.75299835205078,60.21699905395508,51.39699935913086,NaN,NaN
854,M,7.0,6.0,NaN,NaN,3.990999937057495,20.38800048828125,NaN,NaN,3.6500000953674316,37.87200164794922,7.447000026702881,63.332000732421875,0.22100000083446503,24.582000732421875,0.05299999937415123,17.014999389648438,26.30699920654297,76.2509994506836,NaN,NaN
855,M,2.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,0.11999999731779099,9.163000106811523,0.05700000002980232,14.774999618530273,10.383000373840332,119.61599731445312,0.42399999499320984,45.73899841308594,46.12200164794922,75.4990005493164,NaN,NaN
856,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
857,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
858,C,6.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,30.458999633789062,48.755001068115234,87.07099914550781,76.7760009765625,17.2189998626709,49.92499923706055,6.932000160217285,23.70800018310547,10.366000175476074,33.12699890136719,NaN,NaN
859,C,7.0,6.0,NaN,NaN,14.470999717712402,23.702999114990234,NaN,NaN,18.68199920654297,42.433998107910156,39.25400161743164,71.9260025024414,0.052000001072883606,74.05899810791016,0.0689999982714653,33.97100067138672,9.555999755859375,25.354999542236328,NaN,NaN
860,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
861,C,6.0,6.0,NaN,NaN,2.244999885559082,5.552999973297119,NaN,NaN,6.64300012588501,49.73500061035156,4.482999801635742,46.06100082397461,0.004000000189989805,53.569000244140625,0.0010000000474974513,57.042999267578125,4.232999801635742,8.595999717712402,0.0,0.0
862,M,2.0,7.0,NaN,NaN,8.623000144958496,14.17300033569336,NaN,NaN,34.540000915527344,46.18299865722656,84.83399963378906,149.25799560546875,8.668999671936035,18.68400001525879,0.0,10.288999557495117,56.124000549316406,21.554000854492188,NaN,NaN
863,C,6.0,6.0,NaN,NaN,8.168000221252441,0.2800000011920929,NaN,NaN,15.652999877929688,4.795000076293945,39.763999938964844,12.008000373840332,8.935999870300293,0.4749999940395355,11.0600004196167,4.953999996185303,6.47599983215332,0.29600000381469727,NaN,NaN
864,M,6.0,7.0,8.612000465393066,6.755000114440918,NaN,NaN,NaN,NaN,60.36000061035156,35.79100036621094,60.74800109863281,64.14099884033203,10.616999626159668,70.90399932861328,0.0010000000474974513,29.327999114990234,87.45600128173828,22.738000869750977,NaN,NaN
865,M,2.0,2.0,NaN,NaN,2.3320000171661377,3.99399995803833,NaN,NaN,3.367000102996826,25.420000076293945,10.010000228881836,44.5359992980957,2.244999885559082,0.19099999964237213,0.0,0.296999990940094,70.79499816894531,57.47999954223633,NaN,NaN
866,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
867,M,2.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,26.46500015258789,18.22100067138672,33.09400177001953,95.25,0.006000000052154064,52.810001373291016,0.029999999329447746,41.68600082397461,12.222999572753906,33.874000549316406,NaN,NaN
868,C,2.0,6.0,NaN,NaN,2.2869999408721924,0.04500000178813934,NaN,NaN,10.612000465393066,25.256999969482422,16.70199966430664,22.280000686645508,50.159000396728516,1.847000002861023,42.327999114990234,0.36399999260902405,166.43499755859375,84.70899963378906,NaN,NaN
869,C,1.0,6.0,NaN,NaN,6.5879998207092285,7.51200008392334,NaN,NaN,20.46500015258789,38.36000061035156,43.84600067138672,135.5679931640625,0.0,0.0,0.0,0.0,6.318999767303467,0.01899999938905239,NaN,NaN
870,M,6.0,7.0,NaN,NaN,NaN,NaN,NaN,NaN,13.253999710083008,66.42500305175781,52.0099983215332,108.60099792480469,15.779000282287598,24.02899932861328,9.984000205993652,17.639999389648438,6.468999862670898,53.617000579833984,0.7900000214576721,25.229999542236328
871,M,6.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,43.52199935913086,29.219999313354492,64.98500061035156,57.6609992980957,45.433998107910156,1.3220000267028809,26.468000411987305,6.177999973297119,10.258000373840332,7.165999889373779,NaN,NaN
872,M,1.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,30.128999710083008,0.0,83.82099914550781,0.1679999977350235,1.9190000295639038,56.797000885009766,0.5400000214576721,37.612998962402344,25.738000869750977,46.402000427246094,0.0010000000474974513,18.674999237060547
873,C,1.0,1.0,NaN,NaN,5.353000164031982,20.062000274658203,NaN,NaN,19.009000778198242,25.062000274658203,31.54400062561035,79.99400329589844,0.08399999886751175,37.387001037597656,0.20600000023841858,14.62600040435791,6.696000099182129,15.062000274658203,NaN,NaN
874,C,3.0,4.0,NaN,NaN,NaN,NaN,NaN,NaN,3.3380000591278076,25.85099983215332,0.7900000214576721,66.98999786376953,2.259000062942505,30.427000045776367,0.003000000026077032,20.79800033569336,2.7790000438690186,13.272000312805176,NaN,NaN
875,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
876,M,2.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0020000000949949026,27.474000930786133,2.2070000171661377,78.08100128173828,32.21200180053711,0.0,2.2699999809265137,0.08799999952316284,59.10300064086914,4.079999923706055,0.0,0.0
877,M,1.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,6.432000160217285,38.66400146484375,19.240999221801758,87.30599975585938,0.0010000000474974513,4.001999855041504,NaN,NaN,3.9149999618530273,1.725000023841858,NaN,NaN
878,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
