9 of 10 units, , , ,V4e121_00, ,V4e122_00, ,V4e122_01, ,V4e123_00, ,V4e123_01, ,MTe080_00, ,MTe080_01, ,MTe081_00, ,MTe081_02, 
trials,task,color,motion,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample
1139,M,6.0,6.0,NaN,NaN,8.456000328063965,24.840999603271484,6.676000118255615,41.124000549316406,21.854999542236328,11.067000389099121,51.801998138427734,81.1989974975586,19.160999298095703,33.86199951171875,0.017000000923871994,28.450000762939453,122.75499725341797,78.16699981689453,NaN,NaN
1140,M,3.0,4.0,NaN,NaN,0.026000000536441803,9.940999984741211,NaN,NaN,12.798999786376953,46.79800033569336,15.949000358581543,103.10600280761719,0.02500000037252903,0.0,0.0,0.0,8.880999565124512,3.999000072479248,NaN,NaN
1141,C,7.0,1.0,0.11400000005960464,11.527000427246094,NaN,NaN,NaN,NaN,13.227999687194824,61.433998107910156,51.051998138427734,121.99299621582031,2.244999885559082,40.68899917602539,2.259000062942505,33.03799819946289,6.710999965667725,12.006999969482422,NaN,NaN
1142,M,7.0,1.0,6.24399995803833,10.817999839782715,7.176000118255615,11.461999893188477,NaN,NaN,18.256999969482422,60.78200149536133,27.54599952697754,71.3489990234375,19.812000274658203,0.2529999911785126,10.684000015258789,0.15000000596046448,15.071999549865723,9.498000144958496,NaN,NaN
1143,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1144,M,7.0,7.0,NaN,NaN,NaN,NaN,NaN,NaN,0.13199999928474426,38.54999923706055,1.850000023841858,102.37899780273438,0.0020000000949949026,59.61600112915039,0.0020000000949949026,26.881999969482422,1.2480000257492065,10.269000053405762,NaN,NaN
1145,M,1.0,1.0,NaN,NaN,0.0020000000949949026,7.202000141143799,NaN,NaN,2.309000015258789,32.983001708984375,0.17900000512599945,80.41000366210938,0.004000000189989805,34.08300018310547,0.0010000000474974513,15.760000228881836,3.434000015258789,41.12200164794922,0.0010000000474974513,17.257999420166016
1146,M,6.0,7.0,NaN,NaN,0.00800000037997961,16.281999588012695,NaN,NaN,0.010999999940395355,29.356000900268555,0.039000000804662704,87.94599914550781,8.38599967956543,4.815999984741211,0.0,0.041999999433755875,61.349998474121094,39.141998291015625,NaN,NaN
1147,C,6.0,6.0,9.489999771118164,16.128000259399414,NaN,NaN,NaN,NaN,44.672000885009766,11.826000213623047,84.36000061035156,24.63800048828125,0.0010000000474974513,16.402999877929688,0.0,8.661999702453613,2.2750000953674316,16.975000381469727,NaN,NaN
1148,C,7.0,1.0,19.01799964904785,34.409000396728516,NaN,NaN,NaN,NaN,35.45199966430664,74.48200225830078,65.43299865722656,240.09500122070312,0.003000000026077032,49.57099914550781,0.003000000026077032,32.02299880981445,4.28000020980835,45.694000244140625,0.0010000000474974513,26.854999542236328
1149,C,7.0,7.0,0.02199999988079071,14.444999694824219,NaN,NaN,NaN,NaN,28.684999465942383,63.14799880981445,41.59600067138672,163.55599975585938,0.0020000000949949026,57.28799819946289,0.0020000000949949026,56.354000091552734,6.5879998207092285,41.65299987792969,0.0020000000949949026,21.569000244140625
1150,M,6.0,2.0,6.159999847412109,8.711999893188477,NaN,NaN,NaN,NaN,25.409000396728516,40.86199951171875,70.83200073242188,80.59600067138672,0.0020000000949949026,0.14800000190734863,0.0,0.19099999964237213,8.737000465393066,14.920999526977539,0.0010000000474974513,0.03799999877810478
1151,M,4.0,4.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,9.015000343322754,0.003000000026077032,26.541000366210938,0.00800000037997961,12.03499984741211,0.003000000026077032,28.09000015258789,8.397000312805176,40.38999938964844,NaN,NaN
1152,M,7.0,2.0,NaN,NaN,6.8379998207092285,0.06400000303983688,NaN,NaN,6.431000232696533,58.73400115966797,32.395999908447266,83.32599639892578,2.1510000228881836,25.218000411987305,0.0010000000474974513,37.082000732421875,11.477999687194824,55.78200149536133,NaN,NaN
1153,M,1.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,24.613000869750977,11.390999794006348,75.00900268554688,19.875,0.0,2.815999984741211,NaN,NaN,2.2709999084472656,48.792999267578125,NaN,NaN
1154,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1155,M,6.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,4.511000156402588,66.58699798583984,4.964000225067139,138.18899536132812,11.579999923706055,37.58000183105469,5.171999931335449,14.1850004196167,2.427999973297119,25.937000274658203,NaN,NaN
1156,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1157,C,1.0,7.0,2.2750000953674316,32.56700134277344,2.302000045776367,21.983999252319336,NaN,NaN,4.703000068664551,87.94999694824219,13.236000061035156,126.90899658203125,0.004000000189989805,29.239999771118164,0.006000000052154064,58.74599838256836,6.257999897003174,55.12900161743164,NaN,NaN
1158,M,6.0,7.0,15.913000106811523,0.0020000000949949026,15.881999969482422,0.125,NaN,NaN,30.013999938964844,1.6169999837875366,38.15800094604492,10.75100040435791,2.4730000495910645,86.59300231933594,1.468000054359436,98.14700317382812,11.904000282287598,53.47800064086914,NaN,NaN
1159,M,1.0,7.0,NaN,NaN,NaN,NaN,NaN,NaN,18.082000732421875,13.326000213623047,26.280000686645508,38.17100143432617,0.017000000923871994,27.351999282836914,0.004999999888241291,17.054000854492188,15.331000328063965,30.73900032043457,NaN,NaN
1160,M,2.0,6.0,NaN,NaN,0.23399999737739563,5.150000095367432,NaN,NaN,14.517000198364258,27.257999420166016,46.10100173950195,55.52000045776367,0.0,0.37299999594688416,0.0,0.27300000190734863,0.0010000000474974513,1.753000020980835,NaN,NaN
1161,C,7.0,6.0,2.634999990463257,34.38100051879883,2.26200008392334,27.985000610351562,NaN,NaN,30.347999572753906,64.02799987792969,42.077999114990234,165.42300415039062,0.0010000000474974513,24.76799964904785,0.0010000000474974513,24.895999908447266,3.934999942779541,19.76300048828125,NaN,NaN
1162,M,1.0,1.0,8.354999542236328,11.293000221252441,16.68899917602539,0.08900000154972076,NaN,NaN,28.312999725341797,25.283000946044922,43.14400100708008,44.29199981689453,0.0,0.04500000178813934,NaN,NaN,40.58599853515625,0.14499999582767487,NaN,NaN
1163,C,1.0,2.0,NaN,NaN,4.065000057220459,13.380999565124512,NaN,NaN,12.107999801635742,50.34299850463867,25.6200008392334,100.24700164794922,0.0,25.70800018310547,0.0,16.415000915527344,6.184999942779541,55.20199966430664,NaN,NaN
1164,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1165,C,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,23.97800064086914,58.38800048828125,59.323001861572266,142.58099365234375,0.0,0.17599999904632568,0.0,0.2070000022649765,32.91899871826172,3.947000026702881,NaN,NaN
1166,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1167,C,7.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,5.916999816894531,61.45899963378906,17.16699981689453,158.88800048828125,0.006000000052154064,5.927999973297119,0.004000000189989805,34.404998779296875,16.03499984741211,1.5709999799728394,NaN,NaN
1168,M,1.0,6.0,0.026000000536441803,15.333999633789062,4.434999942779541,21.961999893188477,NaN,NaN,4.538000106811523,44.95199966430664,0.03999999910593033,112.16000366210938,8.388999938964844,32.97200012207031,NaN,NaN,52.65599822998047,78.43299865722656,NaN,NaN
1169,M,6.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,39.999000549316406,21.45199966430664,68.75,57.779998779296875,0.023000000044703484,19.618999481201172,0.0020000000949949026,5.0269999504089355,2.503999948501587,143.16600036621094,NaN,NaN
1170,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1171,C,2.0,6.0,NaN,NaN,NaN,NaN,NaN,NaN,0.24300000071525574,30.277000427246094,1.909999966621399,97.31800079345703,0.19699999690055847,6.119999885559082,0.13500000536441803,1.3380000591278076,0.027000000700354576,17.884000778198242,0.0010000000474974513,18.87700080871582
1172,C,7.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,6.27400016784668,97.13200378417969,20.589000701904297,169.62899780273438,0.0,4.386000156402588,0.0,3.687999963760376,5.807000160217285,29.08099937438965,NaN,NaN
1173,M,5.0,4.0,NaN,NaN,0.0010000000474974513,5.550000190734863,NaN,NaN,24.292999267578125,5.460999965667725,46.595001220703125,5.929999828338623,0.0010000000474974513,3.5880000591278076,0.0,1.8509999513626099,6.322000026702881,4.935999870300293,NaN,NaN
1174,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1175,C,4.0,3.0,6.183000087738037,15.048999786376953,2.244999885559082,3.8450000286102295,14.899999618530273,6.5980000495910645,48.542999267578125,86.2239990234375,78.19200134277344,185.8070068359375,0.003000000026077032,28.81100082397461,NaN,NaN,2.2639999389648438,50.33599853515625,NaN,NaN
1176,C,2.0,1.0,5.190999984741211,10.920000076293945,1.3229999542236328,6.802999973297119,1.2259999513626099,9.168999671936035,25.117000579833984,110.70999908447266,61.48500061035156,259.9119873046875,7.827000141143799,9.656999588012695,NaN,NaN,10.307999610900879,31.427000045776367,NaN,NaN
1177,M,7.0,6.0,NaN,NaN,4.480999946594238,5.955999851226807,NaN,NaN,9.664999961853027,47.57500076293945,40.99399948120117,50.66600036621094,0.0020000000949949026,71.21700286865234,0.003000000026077032,70.4209976196289,0.20999999344348907,67.37000274658203,0.09300000220537186,37.448001861572266
1178,C,6.0,1.0,NaN,NaN,2.2699999809265137,4.039999961853027,NaN,NaN,45.654998779296875,54.70600128173828,100.65899658203125,146.30299377441406,0.0,0.4050000011920929,0.0,0.24899999797344208,9.024999618530273,11.208000183105469,NaN,NaN
1179,M,5.0,4.0,NaN,NaN,4.574999809265137,0.08399999886751175,NaN,NaN,11.604000091552734,3.9519999027252197,20.613000869750977,11.557999610900879,0.28299999237060547,46.715999603271484,0.014999999664723873,21.086999893188477,4.849999904632568,14.670999526977539,0.0010000000474974513,5.4079999923706055
1180,M,2.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,9.977999687194824,31.450000762939453,51.2760009765625,36.78099822998047,0.0,0.0,0.0,0.0,23.709999084472656,5.033999919891357,NaN,NaN
1181,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1182,M,4.0,3.0,NaN,NaN,NaN,NaN,NaN,NaN,2.296999931335449,36.516998291015625,8.135000228881836,103.25800323486328,51.83599853515625,9.081999778747559,27.07200050354004,3.6570000648498535,63.915000915527344,1.7079999446868896,14.961999893188477,0.1809999942779541
1183,C,1.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,38.104000091552734,68.83300018310547,77.3499984741211,124.88600158691406,0.006000000052154064,49.680999755859375,2.61899995803833,23.354999542236328,4.390999794006348,61.525001525878906,NaN,NaN
1184,M,7.0,7.0,NaN,NaN,NaN,NaN,NaN,NaN,16.908000946044922,24.601999282836914,25.45199966430664,90.13700103759766,68.86000061035156,5.126999855041504,38.487998962402344,6.439000129699707,67.12000274658203,10.140999794006348,2.2699999809265137,0.19200000166893005
1185,M,6.0,1.0,8.585000038146973,0.003000000026077032,NaN,NaN,10.343999862670898,7.482999801635742,33.275001525878906,76.08300018310547,37.77399826049805,117.30500030517578,4.491000175476074,0.008999999612569809,0.0,0.004000000189989805,19.77899932861328,46.856998443603516,NaN,NaN
1186,C,1.0,6.0,NaN,NaN,0.414000004529953,23.333999633789062,NaN,NaN,57.64500045776367,97.39099884033203,79.05699920654297,148.2239990234375,0.0,15.727999687194824,0.0,11.51099967956543,14.282999992370605,1.3619999885559082,NaN,NaN
1187,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1188,C,6.0,2.0,6.730999946594238,8.800000190734863,6.715000152587891,8.904000282287598,2.247999906539917,22.062000274658203,29.98200035095215,54.93299865722656,33.2400016784668,117.0770034790039,0.0020000000949949026,22.243999481201172,0.004000000189989805,9.185999870300293,4.495999813079834,7.526000022888184,0.0,3.546999931335449
1189,C,6.0,2.0,10.258999824523926,7.116000175476074,NaN,NaN,NaN,NaN,21.297000885009766,45.314998626708984,59.70199966430664,114.74199676513672,0.0,0.3240000009536743,0.0,0.3449999988079071,6.216000080108643,4.4029998779296875,NaN,NaN
1190,C,2.0,1.0,10.522000312805176,15.258999824523926,11.17300033569336,11.644000053405762,8.348999977111816,0.0010000000474974513,34.926998138427734,53.97999954223633,60.027000427246094,132.66900634765625,0.0010000000474974513,8.17300033569336,0.0,9.607999801635742,0.3140000104904175,11.166999816894531,NaN,NaN
1191,C,2.0,7.0,15.013999938964844,27.979999542236328,NaN,NaN,NaN,NaN,35.04999923706055,65.30000305175781,63.26300048828125,146.98399353027344,0.0,0.7649999856948853,0.0,0.2150000035762787,4.446000099182129,1.774999976158142,NaN,NaN
1192,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1193,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1194,C,6.0,1.0,NaN,NaN,NaN,NaN,8.538000106811523,4.019999980926514,34.83399963378906,32.71900177001953,57.138999938964844,87.63700103759766,0.027000000700354576,8.256999969482422,0.0020000000949949026,0.17399999499320984,45.106998443603516,63.03499984741211,NaN,NaN
1195,M,1.0,7.0,NaN,NaN,NaN,NaN,NaN,NaN,1.2050000429153442,0.0,0.11599999666213989,4.008999824523926,0.09600000083446503,118.9489974975586,0.032999999821186066,74.64399719238281,0.2669999897480011,99.8030014038086,NaN,NaN
1196,C,4.0,5.0,0.02500000037252903,44.3390007019043,2.2920000553131104,11.897000312805176,8.194999694824219,0.0689999982714653,15.17300033569336,51.90599822998047,20.812000274658203,121.55400085449219,2.246000051498413,76.89199829101562,NaN,NaN,2.244999885559082,71.68800354003906,NaN,NaN
1197,M,3.0,4.0,NaN,NaN,NaN,NaN,NaN,NaN,26.040000915527344,32.933998107910156,41.03499984741211,109.23400115966797,4.252999782562256,3.0889999866485596,0.0,11.45199966430664,44.428001403808594,81.30899810791016,NaN,NaN
1198,C,1.0,6.0,5.168000221252441,18.420000076293945,NaN,NaN,NaN,NaN,7.499000072479248,65.25900268554688,18.864999771118164,128.64199829101562,4.436999797821045,3.7209999561309814,0.0,4.863999843597412,15.489999771118164,36.45199966430664,NaN,NaN
1199,C,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,17.25,86.23899841308594,99.25700378417969,165.01600646972656,15.329999923706055,61.90599822998047,11.58899974822998,13.395999908447266,10.338000297546387,14.592000007629395,NaN,NaN
1200,M,2.0,1.0,NaN,NaN,NaN,NaN,0.05000000074505806,4.946000099182129,0.07999999821186066,35.30400085449219,0.20800000429153442,66.48600006103516,0.30799999833106995,54.680999755859375,0.007000000216066837,60.04399871826172,8.512999534606934,31.03700065612793,NaN,NaN
1201,M,1.0,6.0,0.03999999910593033,10.305999755859375,0.6039999723434448,4.485000133514404,1.156000018119812,6.135000228881836,0.36899998784065247,65.0469970703125,0.40700000524520874,126.39099884033203,4.488999843597412,35.180999755859375,0.0020000000949949026,28.214000701904297,4.511000156402588,9.918000221252441,NaN,NaN
1202,M,2.0,6.0,NaN,NaN,0.017999999225139618,7.401000022888184,NaN,NaN,11.777999877929688,35.63100051879883,7.1539998054504395,65.51899719238281,0.1720000058412552,51.97600173950195,0.06300000101327896,32.310001373291016,2.453000068664551,38.90999984741211,0.0010000000474974513,11.654000282287598
1203,M,2.0,7.0,NaN,NaN,NaN,NaN,4.21999979019165,6.11299991607666,27.96500015258789,44.0890007019043,33.29100036621094,125.58200073242188,16.51099967956543,7.2870001792907715,20.881999969482422,5.210000038146973,23.05900001525879,14.774999618530273,6.614999771118164,4.002999782562256
1204,M,1.0,2.0,NaN,NaN,NaN,NaN,12.67199993133545,16.944000244140625,3.7799999713897705,53.237998962402344,10.36299991607666,136.8300018310547,0.0,33.40999984741211,0.0010000000474974513,22.30299949645996,5.105000019073486,49.17599868774414,4.230000019073486,11.451000213623047
1205,M,4.0,4.0,NaN,NaN,5.704999923706055,10.6850004196167,NaN,NaN,19.29199981689453,29.559999465942383,32.89099884033203,98.15699768066406,2.2699999809265137,16.457000732421875,0.0,22.489999771118164,8.612000465393066,43.3390007019043,NaN,NaN
1206,C,6.0,6.0,6.441999912261963,21.14299964904785,2.2939999103546143,12.258000373840332,15.711999893188477,39.659000396728516,28.60099983215332,57.50899887084961,113.63999938964844,82.60700225830078,0.0010000000474974513,7.9710001945495605,0.0,0.05000000074505806,71.18499755859375,39.56999969482422,NaN,NaN
1207,M,2.0,2.0,5.692999839782715,36.60300064086914,NaN,NaN,8.28499984741211,4.054999828338623,21.437999725341797,18.07900047302246,38.38399887084961,28.33099937438965,0.03799999877810478,35.444000244140625,NaN,NaN,25.52899932861328,140.94200134277344,NaN,NaN
1208,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1209,C,2.0,6.0,NaN,NaN,NaN,NaN,2.25600004196167,10.28600025177002,9.604999542236328,82.61900329589844,9.298999786376953,96.82499694824219,24.131999969482422,59.66600036621094,0.004000000189989805,26.507999420166016,35.00299835205078,12.970000267028809,0.0,7.697999954223633
1210,M,4.0,5.0,NaN,NaN,NaN,NaN,NaN,NaN,0.029999999329447746,19.78499984741211,0.39399999380111694,79.44400024414062,1.5989999771118164,39.90299987792969,0.0020000000949949026,21.708999633789062,11.104000091552734,55.31700134277344,NaN,NaN
1211,C,1.0,7.0,NaN,NaN,2.9560000896453857,7.9730000495910645,NaN,NaN,12.621999740600586,70.03199768066406,19.834999084472656,110.87100219726562,0.0,22.91699981689453,0.0,11.133999824523926,6.942999839782715,34.55500030517578,NaN,NaN
1212,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1213,C,4.0,4.0,15.140999794006348,25.672000885009766,NaN,NaN,3.5429999828338623,7.947000026702881,32.78099822998047,58.590999603271484,63.125999450683594,82.67900085449219,2.2769999504089355,29.052000045776367,0.0,0.8539999723434448,12.64799976348877,81.3740005493164,NaN,NaN
1214,C,7.0,7.0,10.484999656677246,18.009000778198242,16.198999404907227,15.138999938964844,NaN,NaN,42.72100067138672,40.18600082397461,62.72800064086914,89.3949966430664,0.003000000026077032,0.7120000123977661,2.252000093460083,0.1809999942779541,2.2720000743865967,22.024999618530273,NaN,NaN
1215,C,2.0,2.0,2.111999988555908,29.525999069213867,NaN,NaN,0.0,0.8389999866485596,0.8640000224113464,66.28900146484375,0.31700000166893005,113.65799713134766,26.68400001525879,17.95199966430664,19.059999465942383,9.017000198364258,36.99800109863281,31.121000289916992,NaN,NaN
1216,C,7.0,6.0,10.338000297546387,7.926000118255615,NaN,NaN,NaN,NaN,20.388999938964844,10.675999641418457,58.15700149536133,44.159000396728516,3.068000078201294,41.71799850463867,1.559999942779541,15.151000022888184,15.456999778747559,43.948001861572266,NaN,NaN
1217,C,6.0,7.0,NaN,NaN,NaN,NaN,NaN,NaN,6.242000102996826,83.4260025024414,15.241999626159668,151.31300354003906,0.003000000026077032,43.21099853515625,0.003000000026077032,38.499000549316406,0.07100000232458115,20.632999420166016,NaN,NaN
1218,M,7.0,1.0,10.824000358581543,19.98200035095215,2.7019999027252197,27.31800079345703,NaN,NaN,37.154998779296875,47.111000061035156,61.590999603271484,113.05699920654297,0.004999999888241291,33.03900146484375,0.004999999888241291,39.117000579833984,16.187000274658203,29.14299964904785,NaN,NaN
1219,M,2.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,14.47599983215332,0.05299999937415123,12.286999702453613,0.1679999977350235,9.767999649047852,83.65799713134766,NaN,NaN,46.34700012207031,145.48399353027344,NaN,NaN
1220,C,6.0,6.0,NaN,NaN,0.03700000047683716,17.209999084472656,NaN,NaN,1.3049999475479126,25.805999755859375,0.32100000977516174,100.36100006103516,0.003000000026077032,41.92300033569336,0.003000000026077032,36.07699966430664,1.319000005722046,35.13600158691406,0.0,4.672999858856201
1221,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1222,M,1.0,1.0,NaN,NaN,NaN,NaN,2.2890000343322754,5.232999801635742,30.851999282836914,15.159000396728516,45.952999114990234,6.7769999504089355,30.631000518798828,0.8989999890327454,21.09600067138672,0.4909999966621399,41.84000015258789,0.4440000057220459,12.416999816894531,0.13300000131130219
1223,C,4.0,5.0,NaN,NaN,4.335999965667725,15.241000175476074,NaN,NaN,3.5899999141693115,39.018001556396484,16.746000289916992,48.6150016784668,4.302000045776367,68.77200317382812,NaN,NaN,18.783000946044922,48.917999267578125,NaN,NaN
1224,M,6.0,1.0,4.5320000648498535,0.0,2.2709999084472656,6.426000118255615,6.815999984741211,0.0010000000474974513,9.112000465393066,24.636999130249023,17.215999603271484,47.83000183105469,6.5370001792907715,58.83000183105469,0.0860000029206276,40.145999908447266,43.597999572753906,54.303001403808594,NaN,NaN
1225,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1226,M,6.0,6.0,NaN,NaN,NaN,NaN,NaN,NaN,12.40999984741211,7.758999824523926,26.753000259399414,3.6470000743865967,2.3570001125335693,56.965999603271484,1.871000051498413,26.906999588012695,6.230999946594238,95.46299743652344,NaN,NaN
1227,C,2.0,6.0,NaN,NaN,6.183000087738037,7.541999816894531,4.218999862670898,6.918000221252441,12.694000244140625,45.737998962402344,21.658000946044922,60.29800033569336,0.07999999821186066,38.053001403808594,0.1080000028014183,41.2400016784668,11.154999732971191,86.66100311279297,0.03700000047683716,21.29800033569336
1228,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1229,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1230,C,5.0,4.0,NaN,NaN,NaN,NaN,NaN,NaN,26.259000778198242,72.25399780273438,37.266998291015625,156.89599609375,0.017000000923871994,34.12099838256836,0.014000000432133675,19.079999923706055,46.685001373291016,104.5510025024414,NaN,NaN
1231,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1232,C,2.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,21.156999588012695,75.09700012207031,54.055999755859375,209.968994140625,0.007000000216066837,34.65800094604492,0.006000000052154064,35.0880012512207,0.06400000303983688,45.569000244140625,NaN,NaN
1233,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1234,M,1.0,2.0,NaN,NaN,NaN,NaN,1.8880000114440918,0.03200000151991844,2.244999885559082,42.244998931884766,6.414999961853027,97.98600006103516,0.0,0.16599999368190765,NaN,NaN,4.381999969482422,7.9079999923706055,NaN,NaN
