27 of 34 units, , , ,V4e044_00, ,V4e044_01, ,V4e046_00, ,V4e046_01, ,V4e047_00, ,V4e047_01, ,V4e047_02, ,V4e047_05, ,V4e047_06, ,V4e048_00, ,V4e048_04, ,V4e048_05, ,V4e048_06, ,V4e052_00, ,V4e052_01, ,V4e053_00, ,V4e054_00, ,V4e055_00, ,V4e057_00, ,MTe040_00, ,MTe042_00, ,MTe049_00, ,MTe049_02, ,MTe050_00, ,MTe050_01, ,MTe051_00, ,MTe051_01, 
trials,task,color,motion,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample
911,C,6,1,21.1410007476807,0.300999999046326,5.89099979400635,0.001000000047497,117.464996337891,140.332000732422,22.2059993743896,64.1740036010742,139.526000976563,135.658004760742,NaN,NaN,NaN,NaN,NaN,NaN,20.4990005493164,11.0869998931885,19.5659999847412,44.8489990234375,NaN,NaN,23.2409992218018,22.1690006256104,10.460000038147,18.1569995880127,45.8320007324219,70.4769973754883,14.5620002746582,30.6949996948242,54.701000213623,68.6740036010742,21.5930004119873,11.2419996261597,46.9799995422363,34.8660011291504,46.3390007019043,14.7880001068115,14.6079998016357,13.6180000305176,24.2549991607666,68.6029968261719,32.568000793457,118.108001708984,2.27099990844727,32.9129981994629,292.903991699219,435.924011230469,NaN,NaN,49.3230018615723,236.934005737305,0.045000001788139,44.9090003967285
912,C,6,1,16.5389995574951,14.5880002975464,19.7910003662109,20.2910003662109,95.0400009155274,27.3439998626709,36.4080009460449,49.4609985351562,98.7610015869141,150.634994506836,NaN,NaN,NaN,NaN,NaN,NaN,14.210000038147,3.03399991989136,20.9740009307861,68.4509963989258,NaN,NaN,18.4080009460449,30.443000793457,0.050999999046326,10.1639995574951,50.4020004272461,71.0699996948242,34.4119987487793,30.5960006713867,64.6880035400391,47.5909996032715,24.4559993743896,21.3619995117187,60.8199996948242,44.5349998474121,55.2859992980957,35.1180000305176,13.0139999389648,7.72300004959106,75.8119964599609,60.2770004272461,50.0019989013672,77.3580017089844,12.7209997177124,21.6529998779297,298.057006835938,408.352996826172,NaN,NaN,77.8130035400391,202.716003417969,4.45900011062622,42.8810005187988
913,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
914,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
915,M,7,1,10.5129995346069,10.5469999313355,4.8769998550415,1.52600002288818,81.9079971313477,85.8880004882812,66.8690032958984,73.7440032958984,151.205993652344,144.824996948242,NaN,NaN,NaN,NaN,NaN,NaN,6.55100011825562,11.5860004425049,19.556999206543,56.007999420166,NaN,NaN,26.3889999389648,15.4160003662109,3.42499995231628,5.45499992370606,46.7890014648438,77.3199996948242,4.45699977874756,13.7089996337891,65.036003112793,60.2750015258789,18.7749996185303,9.28400039672852,98.5279998779297,124.113998413086,37.0859985351562,56.2840003967285,13.4280004501343,32.5349998474121,52.5950012207031,98.7109985351563,82.2829971313477,87.6890029907227,NaN,NaN,312.171997070313,407.986999511719,NaN,NaN,141.822998046875,236.705001831055,8.20600032806397,24.5729999542236
916,C,3,4,7.68499994277954,30.628999710083,1.25600004196167,6.29199981689453,80.5820007324219,195.759002685547,20.7320003509521,127.497001647949,137.093994140625,170.731002807617,NaN,NaN,NaN,NaN,NaN,NaN,4.5479998588562,45.625,14.7889995574951,81.8519973754883,NaN,NaN,14.2480001449585,14.6120004653931,3.34500002861023,16.0979995727539,95.3980026245117,84.6740036010742,30.7240009307861,11.3699998855591,88.2750015258789,62.625,32.4869995117187,41.0699996948242,111.28800201416,107.620002746582,23.2660007476807,36.0639991760254,15.7159996032715,0.105999998748302,56.601001739502,38.7239990234375,59.1180000305176,180.735000610352,2.51999998092651,60.6360015869141,294.647003173828,414.057006835938,NaN,NaN,64.1449966430664,293.101013183594,2.33500003814697,43.3839988708496
917,C,7,6,13.8760004043579,11.3940000534058,0.824999988079071,0.014000000432134,42.0309982299805,219.404998779297,1.23800003528595,129.561004638672,130.647994995117,140.744003295898,NaN,NaN,NaN,NaN,NaN,NaN,2.26799988746643,14.7130002975464,13.9910001754761,54.9129981994629,NaN,NaN,10.4289999008179,23.0729999542236,2.27099990844727,14.0550003051758,30.8139991760254,65.9599990844727,14.4729995727539,41.9990005493164,48.3409996032715,51.1720008850098,20.5160007476807,23.7390003204346,119.930999755859,76.036003112793,49.8819999694824,32.9790000915527,12.5950002670288,4.5,98.2360000610352,64.5640029907227,18.2639999389648,238.708999633789,1.87399995326996,29.443000793457,260.361999511719,389.609985351562,NaN,NaN,27.8139991760254,294.212005615234,0.048000000417233,21.8519992828369
918,C,7,2,14.7040004730225,0.086999997496605,7.1100001335144,0.019999999552965,19.6100006103516,172.537002563477,14.9969997406006,97.859001159668,107.76000213623,157.707000732422,NaN,NaN,NaN,NaN,NaN,NaN,6.54899978637695,11.1160001754761,13.7019996643066,44.5909996032715,NaN,NaN,14.4259996414185,24.9349994659424,9.80799961090088,3.43400001525879,47.9900016784668,90.2570037841797,34.6720008850098,31.8659992218018,87.9459991455078,61.1619987487793,30.0090007781982,23.9640007019043,51.0919990539551,102.636001586914,34.1660003662109,0.33899998664856,12.6160001754761,11.7040004730225,44.560001373291,64.9420013427734,35.0120010375977,208.54899597168,2.55999994277954,40.1940002441406,262.753997802734,375.734008789063,NaN,NaN,26.0259990692139,272.18701171875,0.046000000089407,28.3729991912842
919,C,7,6,8.39799976348877,4.0019998550415,6.80399990081787,0,94.5120010375977,205.988998413086,25.3959999084473,129.113006591797,142.223999023438,82.8089981079102,NaN,NaN,NaN,NaN,NaN,NaN,15.003999710083,15.5900001525879,18.7950000762939,61.6290016174316,NaN,NaN,11.3380002975464,18.3950004577637,4.22300004959106,12.6110000610352,61.673999786377,24.05299949646,14.6440000534058,5.78900003433228,72.693000793457,32.5120010375977,22.4969997406006,16.6240005493164,36.2760009765625,98.1110000610352,25.0650005340576,43.0250015258789,16.9109992980957,16.6509990692139,38.7239990234375,40.2350006103516,15.6499996185303,214.914001464844,NaN,NaN,288.101013183594,373.826995849609,NaN,NaN,31.3619995117187,274.998992919922,2.25999999046326,21.8349990844727
920,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
921,C,6,6,22.3589992523193,11.9659996032715,4.60500001907349,15.5550003051758,72.2190017700195,219.339004516602,8.14900016784668,161.093002319336,131.733001708984,115.956001281738,NaN,NaN,NaN,NaN,NaN,NaN,15.7309999465942,43.5359992980957,3.2409999370575,58.0950012207031,NaN,NaN,19.4479999542236,26.2450008392334,10.7170000076294,23.9090003967285,67.6149978637695,23.3530006408691,10.0559997558594,10.66100025177,77.6650009155273,39.3129997253418,25.1669998168945,24.8409996032715,84.931999206543,55.7949981689453,36.2190017700195,49.3279991149902,9.20100021362305,24.757999420166,44.3190002441406,49.5330009460449,31.2709999084473,231.632995605469,0.114000000059605,49.5769996643066,261.315002441406,366.450988769531,NaN,NaN,52.8650016784668,277.842010498047,0.025000000372529,16.2029991149902
922,C,1,6,20.0550003051758,57.8889999389648,13.2220001220703,19.7530002593994,45.5219993591309,162.063003540039,18.9360008239746,142.427001953125,123.138999938965,99.4619979858399,NaN,NaN,NaN,NaN,NaN,NaN,2.28999996185303,21.6730003356934,10.585000038147,30.6900005340576,NaN,NaN,15.3900003433228,22.6399993896484,NaN,NaN,44.4739990234375,92.5319976806641,10.6569995880127,44.8969993591309,37.4029998779297,73.7600021362305,24.6140003204346,15.9689998626709,93.6920013427734,38.4959983825684,26.7910003662109,23.7789993286133,15.3459997177124,8.39400005340576,66.0029983520508,46.4230003356934,8.33600044250488,257.705993652344,2.33899998664856,23.6650009155273,301.515014648437,331.226013183594,NaN,NaN,48.015998840332,261.256988525391,3.16000008583069,13.2679996490479
923,M,1,6,21.1630001068115,38.125,2.35999989509583,11.9980001449585,91.2360000610352,186.313003540039,21.8969993591309,139.001007080078,58.9939994812012,126.791999816895,NaN,NaN,0.020999999716878,4.01000022888184,NaN,NaN,5.18900012969971,39.640998840332,11.6110000610352,57.9420013427734,NaN,NaN,14.4969997406006,19.9829998016357,8.66600036621094,7.23600006103516,60.9659996032715,68.4599990844727,8.48700046539307,31.2320003509521,115.680000305176,81.5749969482422,16.1420001983643,15.6890001296997,64.588996887207,97.0410003662109,56.7739982604981,69.9599990844727,15.4099998474121,17.2709999084473,51.8429985046387,60.1759986877441,40.8559989929199,239.819000244141,0.00899999961257,29.2800006866455,299.473999023437,359.764007568359,NaN,NaN,37.9210014343262,272.618011474609,0.046999998390675,15.5340003967285
924,M,1,2,48.5730018615723,30.3740005493164,15.6199998855591,7.59800004959106,66.7760009765625,105.384002685547,11.1879997253418,78.9250030517578,143.033004760742,184.07600402832,NaN,NaN,18.0109996795654,18.5599994659424,NaN,NaN,24.0259990692139,45.7249984741211,37.3059997558594,25.2569999694824,NaN,NaN,14.5349998474121,7.53999996185303,4.26200008392334,0.035999998450279,100.886001586914,99.9879989624023,21.0890007019043,0.086000002920628,139.888000488281,100.607002258301,35.5340003967285,18.3150005340576,66.2710037231445,95.0230026245117,25.8850002288818,48.7330017089844,15.0959997177124,7.47700023651123,60.8199996948242,44.1800003051758,33.4440002441406,169.220993041992,2.3050000667572,49.5660018920898,291.621002197266,430.540985107422,NaN,NaN,67.6360015869141,223.009994506836,2.2739999294281,14.7849998474121
925,M,2,1,11.2779998779297,51.0200004577637,0.050000000745058,7.99599981307983,53.068000793457,87.2480010986328,13.1599998474121,53.3489990234375,118.193000793457,139.86799621582,NaN,NaN,NaN,NaN,NaN,NaN,3.53699994087219,11.5249996185303,17.9969997406006,54.9669990539551,NaN,NaN,16.1429996490479,18.3460006713867,2.27099990844727,4.17399978637695,55.7519989013672,126.208999633789,24.1620006561279,30.5030002593994,100.043998718262,76.2320022583008,28.9529991149902,24.9109992980957,85.6600036621094,63.5390014648438,28.6499996185303,20.5400009155273,15.5170001983643,7.7480001449585,43.4119987487793,46.9099998474121,27.2099990844727,131.389999389648,NaN,NaN,272.006011962891,440.768005371094,2.26900005340576,3.98699998855591,34.0610008239746,218.580001831055,6.56799983978272,24.9869995117187
926,C,5,4,2.26999998092651,25.9139995574951,0.002000000094995,4.00600004196167,56.4819984436035,151.897003173828,20.9780006408691,126.352996826172,175.992004394531,104.988998413086,NaN,NaN,NaN,NaN,NaN,NaN,12.4910001754761,45.0270004272461,22.4930000305176,59.7739982604981,NaN,NaN,9.49400043487549,27.6660003662109,4.92199993133545,14.4790000915527,63.0940017700195,97.879997253418,29.8040008544922,20.6550006866455,71.1289978027344,58.6800003051758,20.6389999389648,33.6590003967285,95.3489990234375,82.9169998168945,27.5170001983643,23.746000289917,24.5020008087158,11.2449998855591,52.2140007019043,65.4140014648438,28.3759994506836,223.947006225586,0.035000000149012,35.0019989013672,337.372985839844,390.871002197266,NaN,NaN,59.2630004882813,283.782989501953,2.2739999294281,46.7560005187988
927,C,3,4,4.92500019073486,47.1440010070801,0.277999997138977,15.4770002365112,96.7490005493164,158.276000976563,29.8339996337891,95.8239974975586,146.442993164063,125.458000183105,NaN,NaN,NaN,NaN,NaN,NaN,30.0709991455078,48.5029983520508,22.632999420166,43.3050003051758,NaN,NaN,19.8090000152588,13.2410001754761,2.46499991416931,7.64799976348877,12.7080001831055,75.2620010375977,0.391999989748001,45.2229995727539,40.0950012207031,74.5559997558594,11.6719999313354,53.4809989929199,50.4799995422363,77.8109970092774,43.3619995117188,57.9220008850098,8.91399955749512,13.7229995727539,59.5480003356934,63.5660018920899,70.2350006103516,204.610000610352,11.5729999542236,21.8509998321533,249.962005615234,406.997985839844,NaN,NaN,85.6480026245117,319.401000976563,14.4320001602173,32.7140007019043
928,M,6,2,97.2379989624023,64.1129989624023,46.1489982604981,29.0639991760254,68.6439971923828,171.660995483398,6.80999994277954,95.8170013427734,141.673004150391,163.27099609375,NaN,NaN,NaN,NaN,NaN,NaN,4.22599983215332,29.6009998321533,25.7049999237061,41.310001373291,NaN,NaN,14.1579999923706,21.8059997558594,9.9379997253418,3.98499989509583,131.373992919922,79.5979995727539,39.5050010681152,7.55100011825562,125.496002197266,96.7419967651367,50.1370010375977,33.5449981689453,102.584999084473,73.8140029907227,93.443000793457,13.3380002975464,12.5100002288818,3.74200010299683,63.2210006713867,26.0020008087158,65.4260025024414,168.57600402832,0.026000000536442,44.9459991455078,275.911010742188,377.813995361328,NaN,NaN,39.6660003662109,252.24299621582,4.54199981689453,27.2950000762939
929,C,7,7,38.7690010070801,16.0109996795654,24.9740009307861,5.89200019836426,111.25,151.10400390625,27.878999710083,99.7180023193359,171.492004394531,184.585006713867,NaN,NaN,0,0.11599999666214,NaN,NaN,11.7349996566772,12.0200004577637,40.0979995727539,49.9230003356934,NaN,NaN,8.55000019073486,28.0319995880127,3.35999989509583,9.70300006866455,63.7970008850098,39.0629997253418,45.898998260498,8.68099975585938,52.6629981994629,58.3540000915527,22.07200050354,29.1270008087158,84.8610000610352,49.9150009155273,40.5859985351563,9.03999996185303,10.0649995803833,15.0450000762939,58.0330009460449,78.4150009155273,71.6360015869141,132.970001220703,3.26699995994568,3.58599996566772,275.878997802734,404.954010009766,NaN,NaN,75.0839996337891,247.796997070312,10.1359996795654,17.1840000152588
930,M,4,3,20.4810009002686,24.0639991760254,4.54099988937378,4.02899980545044,31.1919994354248,182.690994262695,15.4919996261597,91.2580032348633,107.986000061035,206.763000488281,NaN,NaN,NaN,NaN,NaN,NaN,4.18499994277954,39.4230003356934,10.7329998016357,32.1969985961914,NaN,NaN,22.0949993133545,7.91099977493286,6.58799982070923,3.45099997520447,66.3860015869141,111.136001586914,23.9409999847412,23.7889995574951,86.0739974975586,88.7819976806641,44.2369995117187,31.8139991760254,76.0309982299805,91.0739974975586,28.3509998321533,25.3549995422363,19.117000579834,0.144999995827675,47.5970001220703,42.5040016174316,32.6209983825684,169.458999633789,2.2960000038147,22.0799999237061,343.375,423.664001464844,NaN,NaN,47.4049987792969,268.988006591797,13.2519998550415,20.1439990997314
931,C,6,7,30.2609996795654,62.5190010070801,13.0659999847412,14.9670000076294,59.6969985961914,148.231994628906,8.49899959564209,99.7419967651367,173.339996337891,183.524002075195,NaN,NaN,6.3730001449585,7.76900005340576,NaN,NaN,29.867000579834,7.65100002288818,20.3959999084473,40.5449981689453,NaN,NaN,7.92500019073486,8.34799957275391,6.38299989700317,11.5319995880127,68.0690002441406,54.8170013427734,20.4389991760254,12.0609998703003,57.0909996032715,45.2970008850098,24.3649997711182,16.2469997406006,63.4589996337891,41.4819984436035,87.3639984130859,21.8360004425049,10.5430002212524,15.1730003356934,69.0759963989258,63.7309989929199,15.128999710083,165.029998779297,1.41400003433228,7.60200023651123,280.157989501953,414.015014648438,NaN,NaN,51.9109992980957,184.837997436523,4.28200006484985,7.90899991989136
932,M,2,2,33.3380012512207,20.8320007324219,27.6030006408691,13.3680000305176,82.5220031738281,146.962997436523,56.1300010681152,131.768997192383,117.935997009277,116.488998413086,NaN,NaN,NaN,NaN,NaN,NaN,6.5019998550415,14.9379997253418,18.5100002288818,44.8959999084473,NaN,NaN,28.701000213623,29.0729999542236,7.6560001373291,10.6129999160767,125.160003662109,114.019996643066,19.9540004730225,15.4259996414185,77.4960021972656,81.1500015258789,36.5379981994629,70.0329971313477,62.125,140.160995483398,16.5310001373291,62.8339996337891,20.011999130249,13.1899995803833,72.1689987182617,45.1549987792969,51.810001373291,208.871002197266,2.86700010299683,62.1609992980957,360.518005371094,469.183013916016,NaN,NaN,89.0920028686523,239.533004760742,4.44000005722046,51.3619995117188
933,M,1,7,4.07499980926514,92.6539993286133,1.93900001049042,41.4690017700195,23.6399993896484,184.479995727539,0.086999997496605,84.120002746582,117.291000366211,141.606002807617,NaN,NaN,NaN,NaN,NaN,NaN,5.38199996948242,17.238000869751,13.6709995269775,16.4440002441406,NaN,NaN,19.2849998474121,17.1049995422363,16.9120006561279,8.30399990081787,88.3509979248047,69.2180023193359,51.8370018005371,12.0229997634888,126.002998352051,115.536003112793,60.1209983825684,39.0499992370605,93.2710037231445,34.4259986877441,27.5300006866455,42.0390014648438,24.5049991607666,14.4540004730225,63.0359992980957,50.8279991149902,10.2349996566772,124.731002807617,0.363000005483627,4.0019998550415,370.665985107422,443.609985351563,NaN,NaN,17.0769996643066,201.488998413086,0.034000001847744,7.60099983215332
934,C,2,6,2.33400011062622,18.7220001220703,4.98199987411499,3.40300011634827,66.5429992675781,220.639007568359,35.6129989624023,139.009994506836,153.684997558594,112.717002868652,NaN,NaN,NaN,NaN,NaN,NaN,14.3879995346069,23.0520000457764,16.8840007781982,43.4700012207031,NaN,NaN,11.3179998397827,16.4549999237061,4.46299982070923,7.26700019836426,54.7070007324219,118.573997497559,8.05000019073486,24.2339992523193,61.7690010070801,48.068000793457,28.2929992675781,14.0109996795654,55.875,70.8209991455078,24.57200050354,17.4130001068115,12.9759998321533,7.74300003051758,57.6860008239746,56.6199989318848,63.8089981079102,217.634002685547,NaN,NaN,267.032989501953,366.755004882812,NaN,NaN,94.5149993896484,283.243011474609,4.50500011444092,18.1310005187988
935,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
936,C,1,1,5.42399978637695,42.5540008544922,1.08000004291534,4.03200006484985,102.119003295898,91.6529998779297,27.2189998626709,66.1269989013672,99.927001953125,107.352996826172,NaN,NaN,NaN,NaN,NaN,NaN,1.98199999332428,4.38100004196167,7.17799997329712,53.5169982910156,NaN,NaN,11.6140003204346,19.1539993286133,18.0869998931885,5.30000019073486,48.6510009765625,72.9140014648438,17.757999420166,27.4549999237061,54.8370018005371,82.9189987182617,15.5979995727539,31.4659996032715,86.1869964599609,48.632999420166,37.3429985046387,27.0939998626709,13.3669996261597,6.72300004959106,65.7779998779297,69.0309982299805,46.2960014343262,40.9329986572266,NaN,NaN,353.81298828125,406.329010009766,NaN,NaN,89.3130035400391,208.783996582031,4.40399980545044,30.3490009307861
937,M,7,6,33.939998626709,10.1120004653931,4.80299997329712,3.54800009727478,119.414001464844,213.287002563477,39.9869995117187,140.516006469727,170.850006103516,162.375,NaN,NaN,8.2209997177124,7.41699981689453,NaN,NaN,28.6679992675781,28.7159996032715,22.1669998168945,52.4189987182617,NaN,NaN,14.1400003433228,20.3269996643066,6.42500019073486,11.6879997253418,121.574996948242,67.140998840332,22.1509990692139,16.5550003051758,120.013000488281,57.2980003356934,32.640998840332,18.7830009460449,64.6169967651367,79.5329971313477,70.0879974365234,10.8800001144409,23.8990001678467,23.011999130249,48.0029983520508,54.2599983215332,83.8710021972656,244.800994873047,6.33599996566772,44.0219993591309,328.989013671875,383.790985107422,NaN,NaN,72.5839996337891,260.325012207031,4.26300001144409,14.8450002670288
938,C,6,7,6.73199987411499,22.818000793457,6.77500009536743,7.19899988174439,85.9690017700195,143.768997192383,32.5099983215332,88.9700012207031,214.932006835937,157.373001098633,NaN,NaN,NaN,NaN,NaN,NaN,23.136999130249,7.13000011444092,21.4500007629395,60.6609992980957,NaN,NaN,12.9280004501343,15.585000038147,5.46799993515015,17.0139999389648,46.814998626709,49.1699981689453,14.7880001068115,14.2799997329712,60.7019996643066,64.0920028686523,36.6640014648438,29.9810009002686,95.1039962768555,63.2410011291504,50.5480003356934,31.4120006561279,22.6669998168945,8.03699970245361,54.0229988098145,60.5620002746582,105.318000793457,94.2509994506836,14.2519998550415,0,266.160003662109,368.252990722656,NaN,NaN,77.9530029296875,231.167007446289,0.097999997437,15.960000038147
939,M,6,2,32.7120018005371,27.0960006713867,9.9379997253418,15.2869997024536,114.825996398926,96.3249969482422,32.132999420166,102.424003601074,98.8929977416992,169.619003295898,NaN,NaN,NaN,NaN,NaN,NaN,2.24600005149841,7.13199996948242,17.0200004577637,59.5330009460449,NaN,NaN,17.0960006713867,19.923999786377,9.0959997177124,8.37399959564209,31.1049995422363,83.2089996337891,7.29500007629395,38.5719985961914,62.7750015258789,91.5279998779297,24.8649997711182,46.9809989929199,68.8789978027344,116.052001953125,27.378999710083,40.1139984130859,9.8769998550415,13.9589996337891,59.9290008544922,46.9480018615723,90.9660034179688,187.727005004883,0.071000002324581,82.7990036010742,275.703002929687,412.223999023438,NaN,NaN,84.0279998779297,280.832000732422,0.312000006437302,31.4190006256104
940,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
941,C,2,2,63.6969985961914,16.0960006713867,17.0690002441406,3.99699997901917,70.3779983520508,147.376998901367,20.7689990997314,90.6559982299805,74.4280014038086,139.917999267578,NaN,NaN,NaN,NaN,NaN,NaN,1.40499997138977,11.1529998779297,27.443000793457,26.7220001220703,NaN,NaN,22.7940006256104,16.7450008392334,11.6709995269775,15.0200004577637,89.7269973754883,66.9219970703125,35.5190010070801,15.8819999694824,62.351001739502,87.4459991455078,43.6360015869141,14.9589996337891,126.369003295898,101.943000793457,43.4300003051758,7.84100008010864,14.3929996490479,4.84999990463257,35.6660003662109,56.2859992980957,34.1240005493164,171.307006835938,0.03999999910593,50.8600006103516,291.334991455078,420.885986328125,NaN,NaN,61.5369987487793,261.200012207031,0.996999979019165,26.8090000152588
942,C,1,2,17.6060009002686,60.5180015563965,6.32299995422363,11.6350002288818,97.7060012817383,152.701995849609,17.2819995880127,94.5920028686524,125.060997009277,121.384002685547,NaN,NaN,NaN,NaN,NaN,NaN,2.26900005340576,10.875,16.2080001831055,23.181999206543,NaN,NaN,16.9909992218018,15.1540002822876,14.048999786377,4.15899991989136,43.6459999084473,105.945999145508,6.40100002288818,35.9959983825684,61.8479995727539,114.483001708984,9.36400032043457,55.1389999389648,48.1559982299805,104.971000671387,9.85200023651123,88.9179992675781,15.7320003509521,10.0550003051758,46.3349990844727,45.242000579834,32.1669998168945,159.292007446289,4.53499984741211,61.1920013427734,278.584014892578,419.945007324219,NaN,NaN,112.434997558594,242.927001953125,8.18200016021729,46.6440010070801
943,M,4,3,59.6629981994629,26.9029998779297,40.5719985961914,20.2059993743896,44.193000793457,180.582000732422,27.9790000915527,100.446998596191,110.565002441406,158.453002929688,NaN,NaN,NaN,NaN,NaN,NaN,6.71700000762939,27.7830009460449,14.621000289917,56.7919998168945,NaN,NaN,26.1149997711182,20.9799995422363,7.39300012588501,15.2980003356934,71.8870010375977,92.3059997558594,21.7800006866455,39.8759994506836,45.1240005493164,64.3369979858398,25.4799995422363,58.6189994812012,94.1060028076172,150.664001464844,47.101001739502,61.4379997253418,11.2659997940063,17.9330005645752,82.2389984130859,58.3390007019043,57.6080017089844,192.447998046875,NaN,NaN,316.959991455078,412.872985839844,NaN,NaN,66.4179992675781,297.337005615234,12.5509996414185,22.5610008239746
944,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
945,C,1,7,10.6549997329712,25.363000869751,2.45900011062622,39.6980018615723,43.3629989624023,138.569000244141,19.0970001220703,102.11499786377,134.404006958008,138.397994995117,NaN,NaN,NaN,NaN,NaN,NaN,21.8649997711182,12.003999710083,24.2029991149902,44.0200004577637,NaN,NaN,20.9969997406006,14.878999710083,NaN,NaN,55.1769981384277,108.702003479004,10.6660003662109,33.9300003051758,66.8690032958984,68.7160034179688,20.7929992675781,58.8260002136231,101.107002258301,77.4850006103516,15.3970003128052,35.4379997253418,14.2559995651245,21.2450008392334,44.810001373291,60.0699996948242,20.2600002288818,185.363006591797,NaN,NaN,283.114013671875,435.457000732422,NaN,NaN,52.3530006408691,216.378997802734,4.27699995040894,4.03399991989136
946,M,1,1,14.66100025177,59.7830009460449,5.25699996948242,14.9870004653931,80.2070007324219,79.9459991455078,19.6040000915527,52.4949989318848,116.103996276855,115.40599822998,NaN,NaN,NaN,NaN,NaN,NaN,6.40299987792969,15.0290002822876,34.7529983520508,37.5950012207031,NaN,NaN,16.0620002746582,7.70599985122681,4.53900003433228,4.02699995040894,109.859001159668,131.669998168945,40.6339988708496,32.4099998474121,110.057998657227,79.806999206543,80.427001953125,46.140998840332,35.9099998474121,89.2809982299805,30.9479999542236,54.0719985961914,25.9489994049072,24.9529991149902,66.7919998168945,39.4010009765625,50.4410018920899,134.216003417969,0.019999999552965,20.0300006866455,329.191986083984,404.226013183594,NaN,NaN,45.7039985656738,211.791000366211,0.045000001788139,30.5669994354248
947,M,2,7,28.3269996643066,41.8279991149902,2.06599998474121,27.9300003051758,43.0289993286133,169.020004272461,16.5820007324219,78.806999206543,76.620002746582,159.865005493164,NaN,NaN,NaN,NaN,NaN,NaN,0.087999999523163,26.4799995422363,14.1280002593994,39.3450012207031,NaN,NaN,18.17799949646,15.1420001983643,4.22800016403198,7.5770001411438,87.5780029296875,64.8809967041016,30.5480003356934,15.8409996032715,101.294998168945,66.5810012817383,24.7000007629395,31.863000869751,61.8720016479492,73.2050018310547,16.8530006408691,7.5310001373291,22.7390003204346,13.8520002365112,58.5660018920899,45.0340003967285,26.7479991912842,118.544998168945,2.2960000038147,11.2510004043579,317.235992431641,453.455993652344,NaN,NaN,51.0789985656738,194.503997802734,2.29200005531311,7.90100002288818
