27 of 34 units, , , ,V4e044_00, ,V4e044_01, ,V4e046_00, ,V4e046_01, ,V4e047_00, ,V4e047_01, ,V4e047_02, ,V4e047_05, ,V4e047_06, ,V4e048_00, ,V4e048_04, ,V4e048_05, ,V4e048_06, ,V4e052_00, ,V4e052_01, ,V4e053_00, ,V4e054_00, ,V4e055_00, ,V4e057_00, ,MTe040_00, ,MTe042_00, ,MTe049_00, ,MTe049_02, ,MTe050_00, ,MTe050_01, ,MTe051_00, ,MTe051_01, 
trials,task,color,motion,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample
948,C,5,4,39.4739990234375,42.8950004577637,3.09100008010864,4.02400016784668,150.270004272461,136.007995605469,21.201000213623,101.318000793457,166.401000976563,162.819000244141,NaN,NaN,NaN,NaN,NaN,NaN,21.5990009307861,30.8269996643066,12.6420001983643,74.6949996948242,NaN,NaN,17.3490009307861,29.9139995574951,6.35699987411499,29.121000289917,50.5979995727539,116.13500213623,10.1160001754761,23.0520000457764,49.4980010986328,76.5849990844727,28.9179992675781,53.9459991455078,49.242000579834,142.315994262695,62.2879981994629,93.9530029296875,7.39799976348877,7.32800006866455,46.9290008544922,64.2200012207031,120.553001403809,247.878005981445,11.6149997711182,34.185001373291,298.700012207031,456.635009765625,NaN,NaN,96.4619979858398,279.93701171875,2.35999989509583,40.6669998168945
949,M,4,4,60.2039985656738,11.7679996490479,13.6079998016357,8.55300045013428,94.6630020141602,158.235992431641,25.7520008087158,78.4489974975586,118.646003723145,172.79899597168,NaN,NaN,NaN,NaN,NaN,NaN,24.431999206543,31.2660007476807,24.201000213623,28.4669990539551,NaN,NaN,9.0310001373291,11.0790004730225,0.017000000923872,10.3559999465942,109.052001953125,132.27799987793,11.0880002975464,35.6879997253418,116.296997070313,83.8649978637695,53.1660003662109,42.7550010681152,52.4230003356934,74.5179977416992,36.5369987487793,28.5540008544922,12.2829999923706,4.32100009918213,34.9000015258789,60.3380012512207,75.5619964599609,192.360992431641,10.3540000915527,45.9749984741211,317.515014648438,447.989013671875,NaN,NaN,37.609001159668,257.613006591797,0.092000000178814,34.7760009765625
950,M,6,6,19.3449993133545,26.1420001983643,6.2480001449585,6.07800006866455,87.5739974975586,179.550003051758,44.6139984130859,122.450996398926,155.850997924805,155.998992919922,NaN,NaN,5.29899978637695,11.0920000076294,NaN,NaN,26.6550006866455,57.4589996337891,21.1560001373291,68.0650024414063,NaN,NaN,17.9360008239746,18.3519992828369,15.9720001220703,10.9829998016357,69.125,36.318000793457,6.63199996948242,3.03500008583069,68.0540008544922,46.4630012512207,81.9779968261719,6.01100015640259,100.940002441406,52.2970008850098,69.2350006103516,41.382999420166,38.617000579834,27.8759994506836,90.3379974365234,68.5400009155273,33.1150016784668,186.035003662109,NaN,NaN,374.587005615234,391.377014160156,NaN,NaN,123.140998840332,212.470993041992,0.046000000089407,19.4220008850098
951,M,3,4,4.4060001373291,0.097000002861023,2.125,0.462000012397766,67.1389999389649,138.634994506836,23.2280006408691,124.513000488281,111.648002624512,182.315994262695,NaN,NaN,NaN,NaN,NaN,NaN,2.35500001907349,36.3870010375977,18.1630001068115,60.4970016479492,NaN,NaN,23.4759998321533,23.1040000915527,6.3769998550415,5.375,106.140998840332,62.0320014953613,17.6630001068115,0.068000003695488,86.8379974365234,64.2030029296875,34.7330017089844,30.3540000915527,71.9240036010742,147.113998413086,34.1689987182617,44.2459983825684,20.3969993591309,6.49900007247925,59.2449989318848,41.5019989013672,22.9710006713867,223.085998535156,0.032999999821186,43.5130004882813,299.377990722656,417.184997558594,NaN,NaN,51.6469993591309,270.279998779297,4.26700019836426,31.9790000915527
952,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
953,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
954,M,6,7,0.722000002861023,61.5110015869141,0.056000001728535,33.6300010681152,52.0449981689453,174.960006713867,25.193000793457,105.111000061035,135.744995117188,195.363006591797,NaN,NaN,9.72299957275391,8.95499992370606,NaN,NaN,23.4340000152588,28.7549991607666,14.8380002975464,63.2939987182617,NaN,NaN,29.8159999847412,15.2259998321533,6.34299993515015,0.054999999701977,46.0610008239746,57.4049987792969,4.37599992752075,30.5820007324219,46.875,46.2109985351563,11.8109998703003,43.2010002136231,140.600997924805,90.5820007324219,52.5960006713867,91.318000793457,22.1529998779297,16.6100006103516,58.0439987182617,65.0090026855469,36.5620002746582,136.591995239258,NaN,NaN,293.403015136719,423.167999267578,NaN,NaN,82.7470016479492,203.029998779297,2.34200000762939,11.9469995498657
955,M,2,7,8.19699954986572,86.4489974975586,8.99400043487549,57.3619995117187,120.064002990723,119.34700012207,56.7960014343262,100.040000915527,145.085006713867,182.925994873047,NaN,NaN,NaN,NaN,NaN,NaN,14.3500003814697,12.1850004196167,24.8880004882812,31.4270000457764,NaN,NaN,32.4570007324219,16.5799999237061,4.48799991607666,14.4370002746582,35.4830017089844,162.820007324219,5.57000017166138,21.7029991149902,65.3290023803711,104.391998291016,34.5639991760254,70.9369964599609,105.910003662109,133.854995727539,50.5470008850098,63.9819984436035,17.9680004119873,3.97499990463257,61.8409996032715,81.8219985961914,92.0370025634766,131.796005249023,NaN,NaN,324.151000976562,409.654998779297,NaN,NaN,157.046997070313,163.013000488281,8.62600040435791,4.03499984741211
956,M,2,6,16.2089996337891,32.6500015258789,5.61600017547607,46.0470008850098,65.9150009155273,204.733993530273,30.753999710083,133.800003051758,105.652000427246,107.50700378418,NaN,NaN,NaN,NaN,NaN,NaN,8.94600009918213,27.9990005493164,25.6520004272461,81.4940032958984,NaN,NaN,19.1049995422363,15.1660003662109,23.1709995269775,24.4680004119873,63.0219993591309,97.963996887207,17.9309997558594,18.5160007476807,59.6829986572266,74.1719970703125,32.7309989929199,44.9049987792969,141.458999633789,114.866996765137,63.2649993896484,8.87899971008301,18.3439998626709,17.6569995880127,86.5149993896484,55.3079986572266,40.3400001525879,250.205993652344,NaN,NaN,336.045013427734,393.904998779297,NaN,NaN,83.2200012207031,230.708999633789,10.3760004043579,36.1860008239746
957,C,2,2,30.2399997711182,15.0790004730225,13.4589996337891,7.7519998550415,62.7070007324219,140.768997192383,29.9099998474121,74.5449981689453,154.473007202148,135.158004760742,NaN,NaN,NaN,NaN,NaN,NaN,6.48400020599365,20.003999710083,16.1299991607666,33.3330001831055,NaN,NaN,24.3490009307861,27.0209999084473,NaN,NaN,23.5820007324219,124.804000854492,2.35999989509583,44.4010009765625,31.5139999389648,92.2020034790039,20.8600006103516,34.7630004882812,44.3079986572266,122.160003662109,37.818000793457,9.87800025939941,14.5069999694824,9.67899990081787,59.3460006713867,43.4869995117188,53.6259994506836,168.953002929688,10.8129997253418,68.3499984741211,255.945999145508,402.480010986328,NaN,NaN,62.8790016174316,227.139999389648,2.27500009536743,31.6940002441406
958,M,1,2,50.898998260498,93.9520034790039,14.7729997634888,36.6959991455078,81.0849990844727,127.704002380371,27.2880001068115,100.545997619629,65.5039978027344,146.134994506836,NaN,NaN,NaN,NaN,NaN,NaN,0.028000000864267,19.6900005340576,26.7660007476807,40.3030014038086,NaN,NaN,19.1310005187988,18.9120006561279,5.39200019836426,28.4169998168945,107.61799621582,138.578994750977,29.1149997711182,40.5299987792969,60.1829986572266,111.436996459961,32.382999420166,110.525001525879,85.9390029907227,155.320999145508,30.0820007324219,35.0989990234375,20.1830005645752,18.5149993896484,74.8710021972656,63.2529983520508,10.5620002746582,170.393997192383,0.035000000149012,61.3160018920898,318.446990966797,413.946990966797,NaN,NaN,66.9179992675781,246.218002319336,1.17700004577637,54.9910011291504
959,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
960,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
961,C,6,2,4.89200019836426,34.8470001220703,0.071999996900559,7.92500019073486,121.541999816895,151.897003173828,15.7209997177124,108.902000427246,105.263000488281,151.016006469727,NaN,NaN,NaN,NaN,NaN,NaN,9.30200004577637,14.923999786377,20.4489994049072,53.6139984130859,NaN,NaN,19.4799995422363,13.7069997787476,4.89200019836426,18.2649993896484,71.2760009765625,108.228996276855,16.4930000305176,17.2950000762939,62.0029983520508,72.5370025634766,12.0100002288818,27.2250003814697,91.8889999389648,136.557998657227,60.2019996643066,32.2459983825684,10.2279996871948,9.64500045776367,52.6889991760254,76.8830032348633,95.8740005493164,209.805999755859,23.6590003967285,64.8030014038086,228.04899597168,398.442993164062,NaN,NaN,129.843002319336,280.371002197266,14.0179996490479,22.4400005340576
962,M,6,1,33.2729988098145,15.7030000686646,13.371000289917,0.291000008583069,76.6640014648438,146.307006835938,30.8770008087158,63.4020004272461,133.591003417969,114.818000793457,NaN,NaN,NaN,NaN,NaN,NaN,14.1409997940063,14.581000328064,17.6690006256104,28.3409996032715,NaN,NaN,17.9729995727539,23.9930000305176,7.33799982070923,3.6489999294281,99.963996887207,100.170997619629,46.1539993286133,5.17700004577637,103.914001464844,53.9309997558594,50.1510009765625,24.9850006103516,52.2879981994629,45.4550018310547,53.726001739502,32.1959991455078,26.7679996490479,18.1110000610352,48.7709999084473,37.023998260498,36.1189994812012,162.973007202148,2.625,10.8549995422363,370.924011230469,384.183013916016,NaN,NaN,70.6490020751953,219.623992919922,2.31399989128113,32.7089996337891
963,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
964,C,6,7,30.5020008087158,34.8380012512207,19.1580009460449,32.8969993591309,121.000999450684,149.294006347656,40.742000579834,77.4960021972656,197.798004150391,110.942001342773,NaN,NaN,NaN,NaN,NaN,NaN,39.9599990844727,8.07100009918213,54.2929992675781,64.177001953125,NaN,NaN,16.3819999694824,10.7559995651245,4.47300004959106,19.128999710083,63.1590003967285,66.0039978027344,23.378999710083,19.5060005187988,58.2459983825684,83.7610015869141,34.8209991455078,39.0849990844727,103.88500213623,71.1999969482422,68.1829986572266,25.5739994049072,18.1790008544922,16.8040008544922,42.9070014953613,114.930999755859,63.7550010681152,119.569999694824,NaN,NaN,345.194000244141,404.230010986328,NaN,NaN,113.890998840332,212.613998413086,12.0220003128052,11.9540004730225
965,C,1,1,6.92399978637695,40.0460014343262,0.064999997615814,0.043999999761582,77.4869995117188,126.338996887207,16.9640007019043,53.867000579834,85.9390029907227,112.334999084473,NaN,NaN,NaN,NaN,NaN,NaN,2.27900004386902,4.24900007247925,9.75699996948242,24.9200000762939,NaN,NaN,18.3110008239746,17.8010005950928,6.20699977874756,0.046000000089407,76.8450012207031,128.34700012207,14.7519998550415,15.0939998626709,76.4300003051758,66.1510009765625,56.6100006103516,38.8030014038086,135.194000244141,42.2270011901856,37.7239990234375,16.4810009002686,16.992000579834,19.6119995117187,55.9189987182617,41.9529991149902,2.51699995994568,86.0429992675781,0.003000000026077,8.77799987792969,268.428009033203,418.945007324219,NaN,NaN,25.9769992828369,230.47900390625,3.95300006866455,27.8939990997314
966,C,6,6,21.7059993743896,18.931999206543,0,0.002000000094995,122.502998352051,185.593002319336,23.7339992523193,118.799003601074,118.80899810791,152.563995361328,NaN,NaN,1.69500005245209,7.57000017166138,NaN,NaN,7.05700016021729,35.3600006103516,7.92399978637695,67.1809997558594,NaN,NaN,18.3819999694824,25.4950008392334,2.07699990272522,12.8690004348755,85.4980010986328,27.2549991607666,12.2510004043579,1.51999998092651,87.3050003051758,68.765998840332,72.9810028076172,21.6709995269775,76.9749984741211,48.7509994506836,50.560001373291,47.5209999084473,13.6540002822876,32.4830017089844,53.6710014343262,40.9580001831055,32.9690017700195,175.136993408203,10.7519998550415,33.2890014648437,272.623992919922,396.998992919922,2.24499988555908,0.045000001788139,62.5480003356934,273.398986816406,0.052000001072884,22.0400009155273
967,M,7,6,46.523998260498,22.2709999084473,31.9370002746582,22.8939990997314,47.7400016784668,174.546005249023,17.5729999542236,127.796997070313,89.9710006713867,81.2399978637695,NaN,NaN,NaN,NaN,NaN,NaN,0.003000000026077,11.7270002365112,5.04500007629395,50.9780006408691,NaN,NaN,16.5599994659424,12.6020002365112,6.36299991607666,24.8010005950928,72.4100036621094,98.609001159668,19.0510005950928,9.03600025177002,73.1959991455078,55.0670013427734,42.1669998168945,34.7470016479492,46.8540000915527,105.822998046875,27.3579998016357,33.3769989013672,24.2450008392334,21.4060001373291,53.9379997253418,54.5110015869141,13.1260004043579,201.837005615234,0.075000002980232,46.3409996032715,307.287994384766,327.662994384766,NaN,NaN,62.5960006713867,265.365997314453,4.55600023269653,25.67799949646
968,M,2,1,8.25300025939941,76.2149963378906,18.3299999237061,19.6529998779297,74.5979995727539,171.037994384766,17.6200008392334,47.8160018920898,127.810997009277,202.695999145508,NaN,NaN,NaN,NaN,NaN,NaN,0.001000000047497,11.6350002288818,11.0930004119873,25.7630004882812,NaN,NaN,18.8120002746582,13.3999996185303,10.5869998931885,6.90100002288818,102.999000549316,130.220993041992,31.2689990997314,26.1119995117187,125.820999145508,109.521003723145,40.6990013122559,87.1529998779297,102.149002075195,128.320007324219,32.4959983825684,128.811004638672,25.3090000152588,22.8209991455078,59.8199996948242,41.9630012512207,65.1699981689453,165.483993530273,0.017000000923872,9.02400016784668,350.792999267578,413.4169921875,NaN,NaN,75.3199996948242,246.998992919922,14.3719997406006,33.1119995117187
969,M,6,1,2.24200010299683,31.5979995727539,4.50799989700317,0.125,102.746002197266,82.6989974975586,31.2740001678467,67.3140029907227,177.404998779297,138.192001342773,NaN,NaN,NaN,NaN,NaN,NaN,15.9989995956421,8.47000026702881,22.7569999694824,51.8940010070801,NaN,NaN,21.4220008850098,21.5020008087158,9.62199974060059,13.1590003967285,62.5349998474121,45.8569984436035,0.087999999523163,14.371000289917,64.4970016479492,50.4280014038086,29.576000213623,25.2789993286133,104.964996337891,85.7289962768555,70.3330001831055,69.443000793457,24.1089992523193,25.996000289917,57.9459991455078,55.7869987487793,89.4209976196289,124.416999816895,4.02299976348877,4.20300006866455,319.557006835937,429.734985351563,NaN,NaN,126.370002746582,204.32600402832,10.5640001296997,41.9010009765625
970,C,2,1,39.7960014343262,11.8620004653931,0.071000002324581,0.045000001788139,78.9039993286133,137.458999633789,21.7999992370605,48.2330017089844,147.063995361328,135.856002807617,NaN,NaN,NaN,NaN,NaN,NaN,6.32299995422363,11.3859996795654,32.6990013122559,47.0369987487793,NaN,NaN,25.4060001373291,22.5440006256103,NaN,NaN,77.0989990234375,64.6439971923828,24.2770004272461,18.8939990997314,63.9269981384277,48.4090003967285,26.9529991149902,52.0859985351563,103.897003173828,74.8190002441406,40.0709991455078,42.8660011291504,14.4530000686646,30.7469997406006,58.132999420166,42.1780014038086,55.1839981079102,68.9779968261719,12.6579999923706,4.04500007629395,261.776000976562,403.608001708984,5.88100004196167,0.059999998658896,59.2210006713867,199.867004394531,1.95299994945526,18.2819995880127
971,M,2,6,62.5470008850098,9.57999992370606,18.5939998626709,34.3520011901855,74.1529998779297,173.632995605469,34.9230003356934,117.357002258301,103.846000671387,93.2300033569336,NaN,NaN,NaN,NaN,NaN,NaN,4.44799995422363,43.4370002746582,17.9969997406006,54.9490013122559,NaN,NaN,25.3309993743896,21.326000213623,10.4160003662109,9.77000045776367,81.6760025024414,67.5100021362305,19.9200000762939,7.30700016021729,82.5230026245117,34.3440017700195,26.8959999084473,19.048999786377,73.8720016479492,60.1640014648438,19.9260005950928,11.5059995651245,24.9720001220703,12.8409996032715,50.5800018310547,32.7080001831055,46.9480018615723,192.542007446289,4.03200006484985,48.125,325.415985107422,398.055999755859,0,0.054000001400709,83.568000793457,235.785995483398,10.1190004348755,20.8390007019043
972,C,2,6,13.4540004730225,7.08500003814697,2.29699993133545,0.065999999642372,47.6049995422363,184.794006347656,16.6270008087158,130.600006103516,146.634002685547,126,NaN,NaN,6.21600008010864,0.045000001788139,NaN,NaN,23.4820003509521,15.6339998245239,23.9080009460449,45.9500007629395,NaN,NaN,14.5249996185303,16.2280006408691,11.7709999084473,11.3730001449585,61.0239982604981,91.2990036010742,30.2110004425049,16.2530002593994,44.0009994506836,43.685001373291,21.3759994506836,22.7600002288818,58.7000007629395,116.583999633789,46.6440010070801,18.8899993896484,11.6549997329712,15.6800003051758,72.9189987182617,44.8730010986328,89.4970016479492,236.410995483398,2.31399989128113,43.8740005493164,318.084014892578,389.295013427734,NaN,NaN,80.7590026855469,294.375,10.4940004348755,31.4150009155273
973,M,1,7,21.5419998168945,104.297996520996,14.9680004119873,47.8489990234375,89.1080017089844,153.345001220703,10.5080003738403,100.763000488281,125.953002929688,220.001998901367,NaN,NaN,3.26900005340576,5.47300004959106,NaN,NaN,30.9120006561279,25.4729995727539,36.1780014038086,71.0699996948242,NaN,NaN,17.2180004119873,16.4169998168945,8.42300033569336,11.0080003738403,145.371002197266,147.880004882813,52.3530006408691,40.3289985656738,141.542007446289,127.565002441406,112.300003051758,82.8550033569336,89.4189987182617,83.8239974975586,76.7149963378906,15.2650003433228,31.2329998016357,27.1480007171631,45.7410011291504,36.7319984436035,19.8439998626709,193.212005615234,0.003000000026077,11.9549999237061,361.731994628906,388.274993896484,NaN,NaN,33.2169990539551,198.751998901367,0.043000001460314,4.0019998550415
974,C,7,1,42.0900001525879,22.1900005340576,37.1180000305176,6.02199983596802,160.598007202148,96.9580001831055,50.4809989929199,61.0769996643066,151.231002807617,181.358993530273,NaN,NaN,4.51599979400635,0.004999999888241,NaN,NaN,31.0669994354248,24.048999786377,35.0419998168945,46.7700004577637,NaN,NaN,20.5499992370605,15.076000213623,4.31199979782105,10.8299999237061,62.4029998779297,19.2970008850098,39.9930000305176,0.046999998390675,70.5459976196289,39.9119987487793,30.1879997253418,31.5279998779297,88.0260009765625,56.257999420166,63.5629997253418,39.5499992370605,23.3770008087158,16.1140003204346,52.1980018615723,75.125,66.6839981079102,127.578002929688,5.85699987411499,12.0550003051758,337.049987792969,411.212005615234,NaN,NaN,97.0599975585938,249.787994384766,7.73400020599365,43.3790016174316
975,C,1,1,31.4549999237061,47.5509986877441,12.668999671936,7.52199983596802,72.0230026245117,95.4789962768555,8.1870002746582,36.5229988098145,103.859001159668,142.690994262695,NaN,NaN,NaN,NaN,NaN,NaN,3.03600001335144,18.2290000915527,8.18200016021729,65.6940002441406,NaN,NaN,19.8700008392334,7.50299978256226,4.38600015640259,10.8439998626709,38.3400001525879,86.8079986572266,16.136999130249,15.53600025177,45.390998840332,101.505996704102,17.6340007781982,76.8489990234375,50.8470001220703,95.2129974365234,48.0929985046387,70.734001159668,10.5419998168945,25.6889991760254,61.9490013122559,42.2200012207031,53.390998840332,83.6650009155273,NaN,NaN,304.367004394531,419.401000976563,16.9409999847412,0.089000001549721,82.8580017089844,268.183013916016,12.2580003738403,31.2290000915527
