26 of 43 units, , , ,V4e106_00, ,V4e106_05, ,V4e106_06, ,V4e107_00, ,V4e108_00, ,V4e109_00, ,V4e109_01, ,V4e110_00, ,V4e110_03, ,V4e111_00, ,V4e111_01, ,V4e118_00, ,V4e118_01, ,V4e119_00, ,V4e120_00, ,V4e120_01, ,V4e120_02, ,V4e120_04, ,V4e121_00, ,V4e122_00, ,V4e122_03, ,V4e123_00, ,MTe099_00, ,MTe101_00, ,MTe104_00, ,MTe105_00, 
trials,task,color,motion,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample
874,C,7.0,6.0,28.08300018310547,26.531999588012695,NaN,NaN,NaN,NaN,6.474999904632568,0.10400000214576721,21.615999221801758,30.634000778198242,47.38199996948242,87.51200103759766,NaN,NaN,103.0469970703125,143.5989990234375,NaN,NaN,31.141000747680664,42.0369987487793,NaN,NaN,NaN,NaN,NaN,NaN,33.7400016784668,46.680999755859375,17.26799964904785,12.678000450134277,25.02199935913086,25.305999755859375,NaN,NaN,NaN,NaN,NaN,NaN,40.5369987487793,30.26799964904785,NaN,NaN,26.474000930786133,18.547000885009766,15.053999900817871,15.159000396728516,NaN,NaN,4.28000020980835,8.793999671936035,NaN,NaN
875,M,1.0,6.0,28.69499969482422,18.023000717163086,NaN,NaN,NaN,NaN,7.300000190734863,9.845999717712402,23.01300048828125,22.895000457763672,45.05799865722656,123.20600128173828,NaN,NaN,81.34200286865234,97.13500213623047,NaN,NaN,35.064998626708984,35.8120002746582,NaN,NaN,2.2960000038146973,25.145999908447266,NaN,NaN,30.9689998626709,47.91299819946289,26.736000061035156,18.575000762939453,30.208999633789062,42.7130012512207,NaN,NaN,9.0,8.241999626159668,2.253000020980835,12.47700023651123,22.138999938964844,31.17300033569336,NaN,NaN,9.659000396728516,13.88700008392334,8.17199993133545,7.60099983215332,NaN,NaN,12.527999877929688,11.95300006866455,8.621000289916992,4.059999942779541
876,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
877,C,2.0,6.0,28.45800018310547,26.312999725341797,NaN,NaN,NaN,NaN,0.041999999433755875,14.689000129699707,15.696000099182129,20.000999450683594,43.055999755859375,46.42399978637695,NaN,NaN,153.33700561523438,109.03299713134766,NaN,NaN,23.969999313354492,36.36000061035156,NaN,NaN,NaN,NaN,NaN,NaN,27.249000549316406,33.777000427246094,12.199000358581543,32.34400177001953,24.135000228881836,30.981000900268555,NaN,NaN,2.2690000534057617,15.336999893188477,NaN,NaN,23.392000198364258,13.050000190734863,NaN,NaN,7.7179999351501465,14.782999992370605,9.331999778747559,6.4070000648498535,NaN,NaN,7.96999979019165,3.8559999465942383,4.631999969482422,11.01099967956543
878,M,6.0,7.0,34.28799819946289,81.28399658203125,NaN,NaN,NaN,NaN,12.302000045776367,13.89900016784668,20.41699981689453,21.608999252319336,66.1449966430664,61.16299819946289,NaN,NaN,64.25800323486328,92.40399932861328,NaN,NaN,38.486000061035156,29.268999099731445,NaN,NaN,NaN,NaN,NaN,NaN,30.707000732421875,32.875,29.618000030517578,18.83099937438965,27.56999969482422,31.076000213623047,NaN,NaN,NaN,NaN,9.635000228881836,7.478000164031982,27.582000732421875,11.295999526977539,NaN,NaN,12.635000228881836,18.75200080871582,8.251999855041504,17.107999801635742,NaN,NaN,NaN,NaN,15.574999809265137,4.741000175476074
879,C,2.0,6.0,26.885000228881836,22.3799991607666,NaN,NaN,2.236999988555908,4.000999927520752,0.8220000267028809,3.9079999923706055,13.246999740600586,14.17300033569336,54.68000030517578,67.68599700927734,NaN,NaN,130.5570068359375,100.4729995727539,NaN,NaN,58.106998443603516,50.0989990234375,NaN,NaN,NaN,NaN,NaN,NaN,36.1879997253418,37.67900085449219,30.81100082397461,10.897000312805176,33.650001525878906,48.0629997253418,NaN,NaN,8.659000396728516,8.0,NaN,NaN,23.516000747680664,34.60499954223633,NaN,NaN,7.848999977111816,5.256999969482422,11.847999572753906,14.24899959564209,NaN,NaN,10.885000228881836,11.512999534606934,NaN,NaN
880,M,2.0,7.0,13.60200023651123,42.625,NaN,NaN,0.5189999938011169,27.94700050354004,14.420999526977539,7.763000011444092,24.341999053955078,8.392000198364258,68.26899719238281,65.35700225830078,NaN,NaN,129.1750030517578,123.23899841308594,NaN,NaN,35.73699951171875,65.29100036621094,NaN,NaN,NaN,NaN,NaN,NaN,45.70399856567383,35.483001708984375,18.492000579833984,16.75200080871582,27.031999588012695,28.535999298095703,NaN,NaN,NaN,NaN,NaN,NaN,32.90999984741211,12.369000434875488,NaN,NaN,23.204999923706055,29.05900001525879,10.843000411987305,14.359000205993652,NaN,NaN,NaN,NaN,14.279999732971191,18.2189998626709
881,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
882,C,3.0,4.0,22.13599967956543,12.215999603271484,NaN,NaN,NaN,NaN,2.627000093460083,3.8489999771118164,12.335000038146973,18.64299964904785,38.81100082397461,81.67400360107422,NaN,NaN,158.9499969482422,94.95899963378906,NaN,NaN,36.22600173950195,46.53900146484375,NaN,NaN,2.250999927520752,9.847999572753906,NaN,NaN,36.5989990234375,40.87699890136719,16.94300079345703,27.674999237060547,25.570999145507812,19.09600067138672,NaN,NaN,4.504000186920166,15.656000137329102,NaN,NaN,35.21200180053711,11.527000427246094,NaN,NaN,19.488000869750977,32.13999938964844,7.677000045776367,5.043000221252441,NaN,NaN,12.343000411987305,5.946000099182129,4.144000053405762,7.6529998779296875
883,C,1.0,1.0,19.11199951171875,25.481000900268555,NaN,NaN,0.0,0.0,8.60099983215332,12.782999992370605,15.067999839782715,25.68400001525879,56.10300064086914,84.62799835205078,NaN,NaN,90.98500061035156,162.42999267578125,NaN,NaN,35.08300018310547,51.165000915527344,NaN,NaN,NaN,NaN,NaN,NaN,34.26499938964844,40.34199905395508,10.185999870300293,15.083000183105469,29.58099937438965,24.783000946044922,NaN,NaN,14.109999656677246,2.86299991607666,NaN,NaN,26.382999420166016,16.299999237060547,NaN,NaN,8.524999618530273,24.291000366210938,14.586999893188477,4.035999774932861,NaN,NaN,6.517000198364258,21.445999145507812,8.439000129699707,4.000999927520752
884,M,2.0,2.0,23.836999893188477,33.88399887084961,NaN,NaN,NaN,NaN,NaN,NaN,19.825000762939453,9.11400032043457,68.31600189208984,91.33200073242188,NaN,NaN,128.8780059814453,119.74299621582031,NaN,NaN,32.38100051879883,47.8120002746582,NaN,NaN,NaN,NaN,NaN,NaN,30.875999450683594,33.959999084472656,19.618999481201172,24.354000091552734,30.488000869750977,34.59000015258789,NaN,NaN,NaN,NaN,NaN,NaN,34.840999603271484,13.743000030517578,NaN,NaN,12.218000411987305,32.75600051879883,14.223999977111816,5.633999824523926,NaN,NaN,NaN,NaN,12.253999710083008,11.696000099182129
885,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
886,C,6.0,2.0,15.699000358581543,8.305999755859375,NaN,NaN,NaN,NaN,NaN,NaN,21.05500030517578,12.449999809265137,48.55699920654297,52.00899887084961,NaN,NaN,152.7570037841797,132.33099365234375,NaN,NaN,32.54899978637695,20.576000213623047,NaN,NaN,NaN,NaN,NaN,NaN,28.209999084472656,28.722000122070312,16.240999221801758,21.283000946044922,25.850000381469727,26.283000946044922,NaN,NaN,NaN,NaN,NaN,NaN,27.61400032043457,15.885000228881836,NaN,NaN,10.217000007629395,22.488000869750977,8.326000213623047,7.64900016784668,NaN,NaN,8.472999572753906,4.464000225067139,11.175999641418457,0.11699999868869781
887,M,2.0,2.0,25.695999145507812,25.61400032043457,NaN,NaN,NaN,NaN,NaN,NaN,15.260000228881836,29.83099937438965,48.7869987487793,62.895999908447266,NaN,NaN,97.45500183105469,82.19599914550781,NaN,NaN,39.1870002746582,45.51499938964844,NaN,NaN,NaN,NaN,NaN,NaN,25.785999298095703,35.652000427246094,12.467000007629395,19.969999313354492,32.143001556396484,19.892000198364258,NaN,NaN,NaN,NaN,NaN,NaN,28.84600067138672,21.783000946044922,NaN,NaN,16.985000610351562,28.658000946044922,12.204999923706055,15.734000205993652,NaN,NaN,8.041000366210938,0.052000001072883606,2.4070000648498535,0.08399999886751175
888,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
889,C,6.0,7.0,15.446000099182129,17.934999465942383,NaN,NaN,NaN,NaN,NaN,NaN,18.316999435424805,7.492000102996826,54.12799835205078,52.555999755859375,NaN,NaN,164.53199768066406,160.4219970703125,NaN,NaN,23.17799949645996,30.554000854492188,NaN,NaN,NaN,NaN,NaN,NaN,31.573999404907227,36.65299987792969,18.545000076293945,8.58899974822998,19.621000289916992,32.3650016784668,NaN,NaN,8.86400032043457,0.019999999552965164,NaN,NaN,28.29400062561035,12.204999923706055,NaN,NaN,32.99100112915039,19.621000289916992,11.258999824523926,8.279000282287598,NaN,NaN,3.0230000019073486,8.859000205993652,2.1579999923706055,12.446999549865723
890,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
891,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
892,M,3.0,4.0,42.176998138427734,16.368999481201172,NaN,NaN,NaN,NaN,NaN,NaN,18.224000930786133,28.93199920654297,61.57500076293945,69.60800170898438,NaN,NaN,225.18499755859375,125.73300170898438,NaN,NaN,39.111000061035156,14.053000450134277,NaN,NaN,NaN,NaN,NaN,NaN,31.663000106811523,36.44900131225586,19.302000045776367,21.461000442504883,28.134000778198242,29.42300033569336,NaN,NaN,NaN,NaN,NaN,NaN,35.22700119018555,21.302000045776367,NaN,NaN,22.14900016784668,18.243999481201172,13.105999946594238,10.697999954223633,NaN,NaN,2.2920000553131104,7.568999767303467,7.198999881744385,7.610000133514404
893,M,7.0,2.0,26.645000457763672,20.724000930786133,NaN,NaN,NaN,NaN,16.43199920654297,9.26099967956543,19.236000061035156,15.081999778747559,56.691001892089844,58.50899887084961,NaN,NaN,77.87100219726562,118.625,NaN,NaN,47.07699966430664,34.93000030517578,NaN,NaN,NaN,NaN,NaN,NaN,39.45399856567383,27.231000900268555,26.024999618530273,31.0,30.648000717163086,17.382999420166016,NaN,NaN,13.027000427246094,3.878999948501587,NaN,NaN,24.826000213623047,13.809000015258789,NaN,NaN,10.63700008392334,11.322999954223633,2.178999900817871,7.7220001220703125,NaN,NaN,16.39699935913086,10.329000473022461,8.71500015258789,11.66100025177002
894,M,7.0,2.0,14.555999755859375,7.748000144958496,NaN,NaN,NaN,NaN,3.138000011444092,9.76099967956543,15.223999977111816,31.773000717163086,87.77999877929688,67.5979995727539,NaN,NaN,144.3820037841797,121.73100280761719,NaN,NaN,42.512001037597656,26.51799964904785,NaN,NaN,NaN,NaN,NaN,NaN,32.439998626708984,33.5260009765625,33.900001525878906,21.975000381469727,22.160999298095703,27.038999557495117,NaN,NaN,4.480000019073486,11.395000457763672,6.263999938964844,4.002999782562256,35.70899963378906,21.458999633789062,NaN,NaN,9.048999786376953,23.91699981689453,3.0460000038146973,4.0229997634887695,NaN,NaN,4.01800012588501,8.053999900817871,8.458999633789062,3.061000108718872
895,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
896,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
897,C,7.0,2.0,26.979999542236328,20.13800048828125,NaN,NaN,NaN,NaN,12.413000106811523,7.089000225067139,21.12299919128418,12.345000267028809,93.14600372314453,88.81199645996094,NaN,NaN,158.70700073242188,153.1020050048828,NaN,NaN,59.73699951171875,40.59600067138672,NaN,NaN,2.306999921798706,12.743000030517578,NaN,NaN,31.89299964904785,52.441001892089844,16.31399917602539,13.869999885559082,20.2549991607666,30.400999069213867,NaN,NaN,NaN,NaN,NaN,NaN,18.88599967956543,24.725000381469727,NaN,NaN,6.445000171661377,0.1550000011920929,6.270999908447266,9.619000434875488,NaN,NaN,NaN,NaN,NaN,NaN
898,C,2.0,1.0,16.260000228881836,39.68199920654297,NaN,NaN,NaN,NaN,7.892000198364258,13.418000221252441,12.505000114440918,27.85700035095215,36.54100036621094,54.41400146484375,NaN,NaN,104.4209976196289,110.96499633789062,NaN,NaN,23.31599998474121,48.167999267578125,NaN,NaN,8.109999656677246,7.558000087738037,NaN,NaN,35.05099868774414,39.79199981689453,18.326000213623047,29.10300064086914,28.363000869750977,29.34000015258789,NaN,NaN,NaN,NaN,NaN,NaN,32.1609992980957,25.39699935913086,NaN,NaN,13.5649995803833,26.461000442504883,10.946999549865723,3.638000011444092,NaN,NaN,NaN,NaN,NaN,NaN
899,M,5.0,4.0,22.724000930786133,7.833000183105469,NaN,NaN,NaN,NaN,6.521999835968018,0.7070000171661377,19.225000381469727,15.980999946594238,55.26599884033203,81.68099975585938,NaN,NaN,151.6280059814453,96.73999786376953,NaN,NaN,33.05400085449219,22.601999282836914,NaN,NaN,NaN,NaN,NaN,NaN,29.797000885009766,46.584999084472656,20.54400062561035,26.89299964904785,28.05299949645996,29.992000579833984,NaN,NaN,NaN,NaN,NaN,NaN,41.92399978637695,26.510000228881836,NaN,NaN,45.31100082397461,14.23799991607666,5.681000232696533,9.354000091552734,NaN,NaN,5.433000087738037,4.001999855041504,6.381999969482422,5.984000205993652
900,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
901,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
902,M,6.0,6.0,16.20599937438965,23.80500030517578,NaN,NaN,24.804000854492188,0.0020000000949949026,2.2909998893737793,4.01800012588501,23.327999114990234,23.23200035095215,64.48200225830078,102.8030014038086,NaN,NaN,112.1709976196289,110.49500274658203,NaN,NaN,31.23699951171875,43.606998443603516,NaN,NaN,4.248000144958496,14.84000015258789,NaN,NaN,26.2549991607666,32.72200012207031,17.58099937438965,19.601999282836914,31.23699951171875,23.774999618530273,NaN,NaN,NaN,NaN,NaN,NaN,24.072999954223633,20.639999389648438,NaN,NaN,24.54800033569336,10.694999694824219,5.254000186920166,2.3310000896453857,NaN,NaN,5.86299991607666,8.147000312805176,10.574999809265137,3.9690001010894775
903,C,2.0,1.0,10.420000076293945,39.51599884033203,NaN,NaN,2.184000015258789,10.270999908447266,NaN,NaN,25.097000122070312,13.324000358581543,56.82699966430664,65.00700378417969,NaN,NaN,200.55099487304688,101.4530029296875,NaN,NaN,30.510000228881836,37.46900177001953,NaN,NaN,3.2109999656677246,4.980999946594238,NaN,NaN,34.071998596191406,34.40399932861328,21.016000747680664,18.34600067138672,28.464000701904297,29.91200065612793,NaN,NaN,6.439000129699707,4.495999813079834,NaN,NaN,35.29100036621094,20.30500030517578,NaN,NaN,30.018999099731445,46.60300064086914,9.57800006866455,14.434000015258789,NaN,NaN,NaN,NaN,NaN,NaN
904,M,1.0,2.0,17.75,4.238999843597412,NaN,NaN,NaN,NaN,13.116000175476074,4.060999870300293,21.888999938964844,22.3700008392334,49.36899948120117,97.40699768066406,NaN,NaN,129.25799560546875,171.8260040283203,NaN,NaN,29.011999130249023,83.16799926757812,NaN,NaN,6.446000099182129,14.03600025177002,NaN,NaN,33.500999450683594,38.297000885009766,27.22800064086914,16.94499969482422,29.415000915527344,19.339000701904297,NaN,NaN,2.312999963760376,14.657999992370605,NaN,NaN,33.987998962402344,48.3489990234375,NaN,NaN,22.417999267578125,32.83599853515625,4.453999996185303,12.699999809265137,NaN,NaN,NaN,NaN,6.355000019073486,21.670000076293945
905,C,1.0,2.0,16.364999771118164,33.00199890136719,NaN,NaN,NaN,NaN,NaN,NaN,9.803999900817871,37.005001068115234,51.44599914550781,74.24800109863281,NaN,NaN,166.5,86.05400085449219,NaN,NaN,24.496999740600586,42.04100036621094,NaN,NaN,2.299999952316284,16.33799934387207,NaN,NaN,27.222999572753906,47.77899932861328,14.54699993133545,29.232999801635742,21.729000091552734,16.861000061035156,NaN,NaN,NaN,NaN,NaN,NaN,16.319000244140625,39.808998107910156,NaN,NaN,14.454999923706055,19.93199920654297,9.74899959564209,4.922999858856201,NaN,NaN,NaN,NaN,NaN,NaN
906,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
907,M,6.0,1.0,43.27299880981445,50.9739990234375,NaN,NaN,NaN,NaN,NaN,NaN,17.757999420166016,12.902999877929688,45.51599884033203,99.8010025024414,NaN,NaN,78.4540023803711,126.24199676513672,NaN,NaN,32.75,43.7760009765625,NaN,NaN,NaN,NaN,NaN,NaN,29.642000198364258,35.138999938964844,24.191999435424805,31.767000198364258,20.902000427246094,23.174999237060547,NaN,NaN,NaN,NaN,NaN,NaN,24.975000381469727,19.333999633789062,NaN,NaN,2.4590001106262207,7.9079999923706055,6.434000015258789,10.92199993133545,NaN,NaN,NaN,NaN,12.116999626159668,0.18400000035762787
908,M,6.0,6.0,32.96699905395508,16.108999252319336,NaN,NaN,NaN,NaN,8.590999603271484,14.666000366210938,16.92300033569336,9.376999855041504,56.46799850463867,89.52799987792969,NaN,NaN,72.60099792480469,124.76799774169922,NaN,NaN,27.04800033569336,23.933000564575195,NaN,NaN,NaN,NaN,NaN,NaN,32.13999938964844,35.90800094604492,9.942999839782715,31.597000122070312,33.446998596191406,36.25899887084961,NaN,NaN,NaN,NaN,NaN,NaN,39.974998474121094,30.78499984741211,NaN,NaN,5.242000102996826,11.604999542236328,12.76099967956543,14.932000160217285,NaN,NaN,2.2950000762939453,11.763999938964844,6.590000152587891,10.890000343322754
909,C,7.0,7.0,21.256999969482422,26.03499984741211,NaN,NaN,NaN,NaN,10.180000305175781,4.843999862670898,20.04199981689453,15.800000190734863,63.47200012207031,63.198001861572266,NaN,NaN,137.5780029296875,99.05500030517578,NaN,NaN,33.946998596191406,44.45000076293945,NaN,NaN,5.328000068664551,12.836000442504883,NaN,NaN,31.094999313354492,44.034000396728516,24.266000747680664,15.083999633789062,29.41699981689453,31.509000778198242,NaN,NaN,NaN,NaN,4.316999912261963,3.186000108718872,17.917999267578125,30.375,NaN,NaN,11.003999710083008,17.52199935913086,5.445000171661377,7.064000129699707,NaN,NaN,NaN,NaN,4.86299991607666,6.638999938964844
910,C,1.0,7.0,44.73099899291992,30.38599967956543,NaN,NaN,NaN,NaN,12.550000190734863,11.402999877929688,19.54800033569336,33.84400177001953,75.19200134277344,91.32099914550781,NaN,NaN,144.4980010986328,93.53199768066406,NaN,NaN,38.42599868774414,80.99600219726562,NaN,NaN,0.03500000014901161,13.227999687194824,NaN,NaN,33.229000091552734,41.25400161743164,18.180999755859375,25.940000534057617,20.295000076293945,29.714000701904297,NaN,NaN,NaN,NaN,NaN,NaN,29.006999969482422,7.945000171661377,NaN,NaN,12.687999725341797,21.29199981689453,8.300000190734863,3.9630000591278076,NaN,NaN,NaN,NaN,NaN,NaN
911,M,7.0,1.0,7.552999973297119,24.32900047302246,NaN,NaN,NaN,NaN,8.866000175476074,7.539000034332275,25.834999084472656,14.62600040435791,39.30799865722656,43.87099838256836,NaN,NaN,72.5989990234375,81.08200073242188,NaN,NaN,28.88800048828125,37.49700164794922,NaN,NaN,4.339000225067139,25.714000701904297,NaN,NaN,29.809999465942383,33.30099868774414,17.889999389648438,13.77400016784668,27.392000198364258,22.160999298095703,NaN,NaN,NaN,NaN,3.63100004196167,10.947999954223633,9.98900032043457,22.277999877929688,NaN,NaN,NaN,NaN,4.414999961853027,0.6840000152587891,NaN,NaN,NaN,NaN,NaN,NaN
912,C,4.0,5.0,22.368999481201172,23.756000518798828,NaN,NaN,NaN,NaN,16.341999053955078,0.06800000369548798,9.548999786376953,30.316999435424805,51.45899963378906,66.24600219726562,NaN,NaN,139.79200744628906,104.43199920654297,NaN,NaN,37.67300033569336,22.923999786376953,NaN,NaN,NaN,NaN,NaN,NaN,29.996000289916992,29.339000701904297,25.722999572753906,22.996000289916992,26.027999877929688,27.58300018310547,NaN,NaN,NaN,NaN,NaN,NaN,18.886999130249023,10.168999671936035,NaN,NaN,17.016000747680664,27.34600067138672,5.303999900817871,20.195999145507812,NaN,NaN,8.491000175476074,4.059000015258789,NaN,NaN
913,C,7.0,6.0,14.03499984741211,27.43000030517578,NaN,NaN,NaN,NaN,14.192000389099121,18.166000366210938,18.225000381469727,29.91900062561035,47.619998931884766,67.697998046875,NaN,NaN,145.3780059814453,106.06300354003906,NaN,NaN,35.67599868774414,10.708000183105469,NaN,NaN,NaN,NaN,NaN,NaN,37.90599822998047,37.369998931884766,17.94499969482422,14.237000465393066,31.179000854492188,34.861000061035156,NaN,NaN,3.994999885559082,1.4670000076293945,NaN,NaN,7.2769999504089355,23.5049991607666,NaN,NaN,5.158999919891357,14.555000305175781,8.57800006866455,14.694000244140625,NaN,NaN,7.764999866485596,26.072999954223633,11.269000053405762,7.447000026702881
914,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
915,M,2.0,6.0,18.01799964904785,5.164999961853027,NaN,NaN,NaN,NaN,10.038000106811523,11.576000213623047,18.270000457763672,19.17799949645996,59.840999603271484,71.80400085449219,NaN,NaN,134.77699279785156,167.60299682617188,NaN,NaN,59.529998779296875,26.976999282836914,NaN,NaN,NaN,NaN,NaN,NaN,34.882999420166016,40.93299865722656,21.211000442504883,16.687999725341797,27.073999404907227,23.340999603271484,NaN,NaN,NaN,NaN,NaN,NaN,44.63800048828125,16.67300033569336,NaN,NaN,23.07200050354004,14.277999877929688,6.916999816894531,0.5870000123977661,NaN,NaN,16.461999893188477,7.840000152587891,8.402999877929688,15.598999977111816
916,M,2.0,1.0,38.09299850463867,9.704000473022461,NaN,NaN,20.29599952697754,0.009999999776482582,15.557999610900879,12.918000221252441,21.33300018310547,16.606000900268555,85.68900299072266,80.20899963378906,NaN,NaN,180.26100158691406,107.3239974975586,NaN,NaN,29.406999588012695,38.78300094604492,NaN,NaN,NaN,NaN,NaN,NaN,32.05799865722656,38.76300048828125,25.39900016784668,34.6609992980957,25.322999954223633,27.107999801635742,NaN,NaN,NaN,NaN,NaN,NaN,46.013999938964844,40.242000579833984,NaN,NaN,48.986000061035156,20.79199981689453,7.946000099182129,3.7809998989105225,NaN,NaN,2.2899999618530273,4.610000133514404,10.954000473022461,5.250999927520752
917,C,2.0,7.0,14.121999740600586,34.0099983215332,NaN,NaN,NaN,NaN,22.43899917602539,9.430999755859375,20.566999435424805,25.875,56.35300064086914,106.82499694824219,NaN,NaN,121.06900024414062,64.35900115966797,NaN,NaN,41.79600143432617,56.236000061035156,NaN,NaN,NaN,NaN,NaN,NaN,28.20199966430664,37.45600128173828,16.516000747680664,26.570999145507812,23.09000015258789,23.82699966430664,NaN,NaN,8.897000312805176,16.291000366210938,NaN,NaN,26.764999389648438,18.231000900268555,NaN,NaN,3.881999969482422,4.03000020980835,4.790999889373779,0.09099999815225601,NaN,NaN,10.173999786376953,14.194999694824219,4.366000175476074,3.9679999351501465
